compatibility_code,section,reference,reference_prefix,reference_group,reference_family,reference_option,reference_variant,options,source_line
0096,SCANBODY                                       SCANALOG,30.414.008.01-2,30,414,008,01,2,,30.414.008.01-2                               23.414.096.01-2
0096,SCANBODY                                       SCANALOG,23.414.096.01-2,23,414,096,01,2,,30.414.008.01-2                               23.414.096.01-2
0096,SCANBODY                                       SCANALOG,33.315.708.01-2,33,315,708,01,2,3,3                                                 33.315.708.01-2                                             22.614.096.01-2                                34.614.096.01-2
0096,SCANBODY                                       SCANALOG,22.614.096.01-2,22,614,096,01,2,3,3                                                 33.315.708.01-2                                             22.614.096.01-2                                34.614.096.01-2
0096,SCANBODY                                       SCANALOG,34.614.096.01-2,34,614,096,01,2,3,3                                                 33.315.708.01-2                                             22.614.096.01-2                                34.614.096.01-2
0096,SCANBODY                                       SCANALOG,33.415.708.01-2,33,415,708,01,2,30º|4,4                       30º                       33.415.708.01-2
0096,SCANBODY                                       SCANALOG,33.615.708.01-2,33,615,708,01,2,6,6                                                 33.615.708.01-2
0096,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0096,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0096,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                       13                         A
0096,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                        6                         B
0096,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                        9                         B
0096,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0096,SCANBODY OP,54.315.096.21-2,54,315,096,21,2,,54.315.096.21-2                                                                                                                                    43.601.107.01-2
0096,SCANBODY OP,43.601.107.01-2,43,601,107,01,2,,54.315.096.21-2                                                                                                                                    43.601.107.01-2
0096,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                        6                         C
0096,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                        9                         C
0096,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0096,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0096,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                         E
0096,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0096,DYNAMIC,41.320.067.01-2,41,320,067,01,2,24,41.320.067.01-2                                   24                        43.624.201.01-2
0096,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.320.067.01-2                                   24                        43.624.201.01-2
0096,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0096,STRAIGHT,40.320.007.01-2,40,320,007,01,2,,40.320.007.01-2                            TORX T6                          43.601.107.01-2
0096,STRAIGHT,43.601.107.01-2,43,601,107,01,2,,40.320.007.01-2                            TORX T6                          43.601.107.01-2
0101,STANDARD DYNAMIC TIBASE,31.323.101.01-2,31,323,101,01,2,"45º|30º|0,5","0,5                        45º                           30º                        31.323.101.01-2                                             -"
0101,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0101,SCREWDRIVER,52.409.133.01-2,52,409,133,01,2,9,9                    52.409.133.01-2                                     50.313.101.01-2
0101,SCREWDRIVER,50.313.101.01-2,50,313,101,01,2,9,9                    52.409.133.01-2                                     50.313.101.01-2
0101,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,43.624.410.01-2
0101,LAB                                            MINI,30.413.005.01-2,30,413,005,01,2,,30.413.005.01-2                                53.413.101.01-2                                  23.413.101.01-2
0101,LAB                                            MINI,53.413.101.01-2,53,413,101,01,2,,30.413.005.01-2                                53.413.101.01-2                                  23.413.101.01-2
0101,LAB                                            MINI,23.413.101.01-2,23,413,101,01,2,,30.413.005.01-2                                53.413.101.01-2                                  23.413.101.01-2
0101,LAB                                            MINI,33.335.676.01-2,33,335,676,01,2,3,3                                                 33.335.676.01-2                                             34.613.101.01-2
0101,LAB                                            MINI,34.613.101.01-2,34,613,101,01,2,3,3                                                 33.335.676.01-2                                             34.613.101.01-2
0101,LAB                                            MINI,33.435.676.01-2,33,435,676,01,2,30º|4,4                       30º                       33.435.676.01-2
0101,LAB                                            MINI,33.635.676.01-2,33,635,676,01,2,6,6                                                 33.635.676.01-2
0101,SCANBODY REFERENCE,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0101,SCANBODY REFERENCE,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0101,SCANBODY REFERENCE,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0101,SCANBODY REFERENCE,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0101,SCANBODY REFERENCE,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0101,SCANBODY REFERENCE,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0101,SCANBODY REFERENCE,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0101,SCANBODY REFERENCE,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0101,SCANBODY REFERENCE,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0101,SCANBODY REFERENCE,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0101,SCANBODY REFERENCE,54.322.101.31-2,54,322,101,31,2,,54.322.101.31-2                                                                                                                                     43.601.107.01-2
0101,SCANBODY REFERENCE,43.601.107.01-2,43,601,107,01,2,,54.322.101.31-2                                                                                                                                     43.601.107.01-2
0101,SCANBODY REFERENCE,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0101,SCANBODY REFERENCE,49.418.000.01-2,49,418,000,01,2,"3,8","49.418.000.01-2                                      3,8                  Regular"
0101,SCANBODY REFERENCE,49.418.000.02-2,49,418,000,02,2,"3,8","49.418.000.02-2                                       3,8                        Wide"
0101,SCANBODY REFERENCE,49.419.000.01-2,49,419,000,01,2,6,49.419.000.01-2                                        6                  Regular
0101,SCANBODY REFERENCE,49.419.000.02-2,49,419,000,02,2,6,49.419.000.02-2                                         6                        Wide
0101,SCANBODY REFERENCE,49.420.000.01-2,49,420,000,01,2,8,49.420.000.01-2                                         8                  Regular
0101,SCANBODY REFERENCE,49.420.000.02-2,49,420,000,02,2,8,49.420.000.02-2                                         8                        Wide
0101,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                    43.618.201.01-2
0101,DYNAMIC,41.314.043.01-2,41,314,043,01,2,24,41.314.043.01-2                              41.314.050.31-2                                      24                     43.624.201.01-2
0101,DYNAMIC,41.314.050.31-2,41,314,050,31,2,24,41.314.043.01-2                              41.314.050.31-2                                      24                     43.624.201.01-2
0101,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.314.043.01-2                              41.314.050.31-2                                      24                     43.624.201.01-2
0101,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                     43.632.201.01-2
0101,STRAIGHT,40.314.007.01-2,40,314,007,01,2,,40.314.007.01-2                            TORX T6                          43.601.107.01-2
0101,STRAIGHT,43.601.107.01-2,43,601,107,01,2,,40.314.007.01-2                            TORX T6                          43.601.107.01-2
0102,STANDARD DYNAMIC TIBASE,31.322.102.01-2,31,322,102,01,2,"38º|18º|1,8","1,8                       38º                            18º                        31.322.102.01-2                               31.312.102.01-2"
0102,STANDARD DYNAMIC TIBASE,31.312.102.01-2,31,312,102,01,2,"38º|18º|1,8","1,8                       38º                            18º                        31.322.102.01-2                               31.312.102.01-2"
0102,STANDARD DYNAMIC TIBASE,31.322.102.29-2,31,322,102,29,2,30º|25º|20º|1,1                        30º                            25º                            20º                    31.322.102.29-2                                 31.312.102.29-2
0102,STANDARD DYNAMIC TIBASE,31.312.102.29-2,31,312,102,29,2,30º|25º|20º|1,1                        30º                            25º                            20º                    31.322.102.29-2                                 31.312.102.29-2
0102,STANDARD DYNAMIC TIBASE,31.322.102.21-2,31,322,102,21,2,"25º|15º|10º|1,8","1,8                       25º                            15º                            10º                    31.322.102.21-2                                 31.312.102.21-2"
0102,STANDARD DYNAMIC TIBASE,31.312.102.21-2,31,312,102,21,2,"25º|15º|10º|1,8","1,8                       25º                            15º                            10º                    31.322.102.21-2                                 31.312.102.21-2"
0102,STANDARD DYNAMIC TIBASE,31.322.102.23-2,31,322,102,23,2,20º|15º|3,3                        20º                            20º                            15º                    31.322.102.23-2                                 31.312.102.23-2
0102,STANDARD DYNAMIC TIBASE,31.312.102.23-2,31,312,102,23,2,20º|15º|3,3                        20º                            20º                            15º                    31.322.102.23-2                                 31.312.102.23-2
0102,SCREWDRIVER,52.410.128.01-2,52,410,128,01,2,10,10                     52.410.128.01-2                                    50.312.102.03-2                                  43.621.415.01-2
0102,SCREWDRIVER,50.312.102.03-2,50,312,102,03,2,10,10                     52.410.128.01-2                                    50.312.102.03-2                                  43.621.415.01-2
0102,SCREWDRIVER,43.621.415.01-2,43,621,415,01,2,10,10                     52.410.128.01-2                                    50.312.102.03-2                                  43.621.415.01-2
0102,SCANBODY                                       SCANALOG,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2                               23.412.102.01-2
0102,SCANBODY                                       SCANALOG,23.412.102.01-2,23,412,102,01,2,,30.412.001.01-2                               23.412.102.01-2
0102,SCANBODY                                       SCANALOG,33.345.856.01-2,33,345,856,01,2,3,3                                                 33.345.856.01-2                                             34.612.102.01-2
0102,SCANBODY                                       SCANALOG,34.612.102.01-2,34,612,102,01,2,3,3                                                 33.345.856.01-2                                             34.612.102.01-2
0102,SCANBODY                                       SCANALOG,33.445.856.01-2,33,445,856,01,2,25º|4,4                       25º                       33.445.856.01-2
0102,SCANBODY                                       SCANALOG,33.635.856.01-2,33,635,856,01,2,6,6                                                 33.635.856.01-2
0102,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0102,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0102,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0102,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0102,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0102,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0102,SCANBODY OP,54.315.102.21-2,54,315,102,21,2,,54.315.102.21-2                                                                                                                                     43.625.105.01-2
0102,SCANBODY OP,43.625.105.01-2,43,625,105,01,2,,54.315.102.21-2                                                                                                                                     43.625.105.01-2
0102,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0102,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0102,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0102,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0102,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0102,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0102,DYNAMIC,41.317.065.01-2,41,317,065,01,2,24,41.317.065.01-2                                  24                        43.624.201.01-2
0102,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.317.065.01-2                                  24                        43.624.201.01-2
0102,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0102,STRAIGHT,40.317.005.02-2,40,317,005,02,2,1.27,40.317.005.02-2                            Hex. 1.27                        43.625.105.01-2
0102,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.317.005.02-2                            Hex. 1.27                        43.625.105.01-2
0102,STRAIGHT MULTI-UNIT,42.302.102.01-2,42,302,102,01,2,1,1                    42.302.102.01-2
0102,STRAIGHT MULTI-UNIT,42.302.102.02-2,42,302,102,02,2,2,2                     42.302.102.02-2
0102,STRAIGHT MULTI-UNIT,42.302.102.03-2,42,302,102,03,2,3,3                    42.302.102.03-2
0102,STRAIGHT MULTI-UNIT,42.302.102.04-2,42,302,102,04,2,4,4                    42.302.102.04-2
0102,STRAIGHT MULTI-UNIT,48.312.102.02-2,48,312,102,02,2,"2,5|3,9","2,5/3,9                  48.312.102.02-2"
0109,STANDARD DYNAMIC TIBASE,31.322.109.01-2,31,322,109,01,2,"45º|29º|1,2","1,2                       45º                            29º                        31.322.109.01-2                               31.312.109.01-2"
0109,STANDARD DYNAMIC TIBASE,31.312.109.01-2,31,312,109,01,2,"45º|29º|1,2","1,2                       45º                            29º                        31.322.109.01-2                               31.312.109.01-2"
0109,SCREWDRIVER,52.410.128.01-2,52,410,128,01,2,10,10                     52.410.128.01-2                                    50.312.109.01-2                                  43.621.415.01-2
0109,SCREWDRIVER,50.312.109.01-2,50,312,109,01,2,10,10                     52.410.128.01-2                                    50.312.109.01-2                                  43.621.415.01-2
0109,SCREWDRIVER,43.621.415.01-2,43,621,415,01,2,10,10                     52.410.128.01-2                                    50.312.109.01-2                                  43.621.415.01-2
0109,SCANBODY,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2
0109,SCANBODY,33.360.754.01-2,33,360,754,01,2,3,3                                                33.360.754.01-2*                                             34.612.109.01-2                                 22.612.109.01-2
0109,SCANBODY,34.612.109.01-2,34,612,109,01,2,3,3                                                33.360.754.01-2*                                             34.612.109.01-2                                 22.612.109.01-2
0109,SCANBODY,22.612.109.01-2,22,612,109,01,2,3,3                                                33.360.754.01-2*                                             34.612.109.01-2                                 22.612.109.01-2
0109,SCANBODY,33.460.754.01-2,33,460,754,01,2,25º|4,4                       25º                      33.460.754.01-2*
0109,SCANBODY,33.660.754.01-2,33,660,754,01,2,6,6                                                33.660.754.01-2*
0109,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0109,DYNAMIC,41.314.070.01-2,41,314,070,01,2,24,41.314.070.01-2                                  24                        43.624.201.01-2
0109,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.314.070.01-2                                  24                        43.624.201.01-2
0109,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0109,STRAIGHT,40.314.005.02-2,40,314,005,02,2,1.27,40.314.005.02-2                            Hex. 1.27                        43.625.105.01-2
0109,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.314.005.02-2                            Hex. 1.27                        43.625.105.01-2
0109,STANDARD DYNAMIC TIBASE,31.320.110.01-2,31,320,110,01,2,"45º|30º|0,4","0,4          45º              30º       31.320.110.01-2       31.312.110.01-2"
0109,STANDARD DYNAMIC TIBASE,31.312.110.01-2,31,312,110,01,2,"45º|30º|0,4","0,4          45º              30º       31.320.110.01-2       31.312.110.01-2"
0109,SCREWDRIVER,52.410.117.01-2,52,410,117,01,2,10,10          52.410.117.01-2
0109,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0109,SCREWDRIVER,50.310.110.04-2,50,310,110,04,2,,50.310.110.04-2
0109,SCREWDRIVER,52.412.117.01-2,52,412,117,01,2,12,12          52.412.117.01-2            (IG=3mm)           43.624.410.01-2
0109,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,12,12          52.412.117.01-2            (IG=3mm)           43.624.410.01-2
0109,SCANBODY,30.410.006.01-2,30,410,006,01,2,,30.410.006.01-2
0109,DYNAMIC MILLING TOOL                                 ANALOG,33.360.756.01-2,33,360,756,01,2,3,3                       33.360.756.01-2*             34.610.110.01-2
0109,DYNAMIC MILLING TOOL                                 ANALOG,34.610.110.01-2,34,610,110,01,2,3,3                       33.360.756.01-2*             34.610.110.01-2
0109,DYNAMIC MILLING TOOL                                 ANALOG,33.460.756.01-2,33,460,756,01,2,20º|4,4           20º         33.460.756.01-2*
0109,DYNAMIC MILLING TOOL                                 ANALOG,33.660.756.01-2,33,660,756,01,2,6,6                       33.660.756.01-2*
0110,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0110,DYNAMIC,41.318.083.01-2,41,318,083,01,2,24,41.318.083.01-2                                  24                        43.624.201.01-2
0110,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.318.083.01-2                                  24                        43.624.201.01-2
0110,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0110,STRAIGHT,40.318.007.01-2,40,318,007,01,2,,40.318.007.01-2                            TORX T6                          43.601.107.01-2
0110,STRAIGHT,43.601.107.01-2,43,601,107,01,2,,40.318.007.01-2                            TORX T6                          43.601.107.01-2
0111,STANDARD DYNAMIC TIBASE,31.323.111.01-2,31,323,111,01,2,"45º|30º|0,4","0,4                       45º                            30º                        31.323.111.01-2                                31.313.111.01-2"
0111,STANDARD DYNAMIC TIBASE,31.313.111.01-2,31,313,111,01,2,"45º|30º|0,4","0,4                       45º                            30º                        31.323.111.01-2                                31.313.111.01-2"
0111,STANDARD DYNAMIC TIBASE,31.313.111.03-2,31,313,111,03,2,"25º|2,5","2,5                       25º                               -                                     -                               31.313.111.03-2"
0111,SCREWDRIVER,52.410.117.01-2,52,410,117,01,2,10,10                     52.410.117.01-2
0111,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0111,SCREWDRIVER,50.310.110.04-2,50,310,110,04,2,,50.310.110.04-2
0111,SCREWDRIVER,52.412.117.01-2,52,412,117,01,2,12,12                     52.412.117.01-2                                           (IG=3mm)                              43.624.410.01-2
0111,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,12,12                     52.412.117.01-2                                           (IG=3mm)                              43.624.410.01-2
0111,SCANBODY,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2
0111,SCANBODY,33.360.756.01-2,33,360,756,01,2,3,3                                                 33.360.756.01-2                                             34.610.110.01-2
0111,SCANBODY,34.610.110.01-2,34,610,110,01,2,3,3                                                 33.360.756.01-2                                             34.610.110.01-2
0111,SCANBODY,33.460.756.01-2,33,460,756,01,2,20º|4,4                       20º                       33.460.756.01-2
0111,SCANBODY,33.660.756.01-2,33,660,756,01,2,6,6                                                 33.660.756.01-2
0111,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0111,DYNAMIC,41.318.083.01-2,41,318,083,01,2,24,41.318.083.01-2                                 24                        43.624.201.01-2
0111,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.318.083.01-2                                 24                        43.624.201.01-2
0111,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0111,STRAIGHT,40.320.003.06-2,40,320,003,06,2,,40.320.003.06-2                          TORX T6                          43.601.107.01-2
0111,STRAIGHT,43.601.107.01-2,43,601,107,01,2,,40.320.003.06-2                          TORX T6                          43.601.107.01-2
0111,STRAIGHT MULTI-UNIT,42.303.111.01-2,42,303,111,01,2,1,1                    42.303.111.01-2
0111,STRAIGHT MULTI-UNIT,42.303.111.02-2,42,303,111,02,2,2,2                     42.303.111.02-2
0111,STRAIGHT MULTI-UNIT,42.303.111.03-2,42,303,111,03,2,3,3                     42.303.111.03-2
0111,STRAIGHT MULTI-UNIT,42.303.111.04-2,42,303,111,04,2,4,4                     42.303.111.04-2
0119,STANDARD DYNAMIC TIBASE,31.321.119.01-2,31,321,119,01,2,35º|1,1                        35º                               -                       31.321.119.01-2                               31.311.119.01-2
0119,STANDARD DYNAMIC TIBASE,31.311.119.01-2,31,311,119,01,2,35º|1,1                        35º                               -                       31.321.119.01-2                               31.311.119.01-2
0119,STANDARD DYNAMIC TIBASE,31.321.119.02-2,31,321,119,02,2,30º|2,2                        30º                               -                       31.321.119.02-2                               31.311.119.02-2
0119,STANDARD DYNAMIC TIBASE,31.311.119.02-2,31,311,119,02,2,30º|2,2                        30º                               -                       31.321.119.02-2                               31.311.119.02-2
0119,SCREWDRIVER,52.410.132.01-2,52,410,132,01,2,10,10                     52.410.132.01-2
0119,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0119,SCREWDRIVER,50.311.119.03-2,50,311,119,03,2,,50.311.119.03-2
0119,SCREWDRIVER,52.412.132.01-2,52,412,132,01,2,12,12                     52.412.132.01-2                                           (IG=3mm)                              43.624.410.01-2
0119,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,12,12                     52.412.132.01-2                                           (IG=3mm)                              43.624.410.01-2
0119,SCANBODY,30.410.006.01-2,30,410,006,01,2,,30.410.006.01-2
0119,SCANBODY,33.360.756.01-2,33,360,756,01,2,3,3                                                 33.360.756.01-2                                             34.611.119.01-2
0119,SCANBODY,34.611.119.01-2,34,611,119,01,2,3,3                                                 33.360.756.01-2                                             34.611.119.01-2
0119,SCANBODY,33.460.756.01-2,33,460,756,01,2,25º|4,4                       25º                       33.460.756.01-2
0119,SCANBODY,33.660.756.01-2,33,660,756,01,2,6,6                                                 33.660.756.01-2
0119,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0119,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0119,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0119,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0119,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0119,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0119,SCANBODY OP,54.315.119.21-2,54,315,119,21,2,,54.315.119.21-2                                                                                                                                    43.625.105.01-2
0119,SCANBODY OP,43.625.105.01-2,43,625,105,01,2,,54.315.119.21-2                                                                                                                                    43.625.105.01-2
0119,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0119,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0119,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0119,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0119,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0119,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0119,DYNAMIC,41.316.080.01-2,41,316,080,01,2,24,41.316.080.01-2                                   24                        43.624.201.01-2
0119,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.080.01-2                                   24                        43.624.201.01-2
0119,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0119,STRAIGHT,40.316.005.07-2,40,316,005,07,2,1.27,40.316.005.07-2                            Hex. 1.27                        43.625.105.01-2
0119,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.316.005.07-2                            Hex. 1.27                        43.625.105.01-2
0119,STRAIGHT MULTI-UNIT,42.301.119.01-2,42,301,119,01,2,1,1                     42.301.119.01-2
0119,STRAIGHT MULTI-UNIT,42.301.119.02-2,42,301,119,02,2,2,2                     42.301.119.02-2
0119,STRAIGHT MULTI-UNIT,42.301.119.03-2,42,301,119,03,2,3,3                     42.301.119.03-2
0119,STRAIGHT MULTI-UNIT,42.301.119.04-2,42,301,119,04,2,4,4                     42.301.119.04-2
0119,STRAIGHT MULTI-UNIT,48.312.119.03-2,48,312,119,03,2,"3,5|3,9","3,5/3,9                   48.312.119.03-2"
0120,STANDARD DYNAMIC TIBASE,31.323.121.01-2,31,323,121,01,2,45º|25º|1,1                        45º                            25º                        31.323.121.01-2                              31.313.121.01-2
0120,STANDARD DYNAMIC TIBASE,31.313.121.01-2,31,313,121,01,2,45º|25º|1,1                        45º                            25º                        31.323.121.01-2                              31.313.121.01-2
0120,STANDARD DYNAMIC TIBASE,31.313.121.22-2,31,313,121,22,2,25º|20º|15º|2,2                         25º                           20º                            15º                                  -                                31.313.121.22-2
0120,STANDARD DYNAMIC TIBASE,31.313.121.23-2,31,313,121,23,2,25º|20º|10º|3,3                         25º                           20º                            10º                                  -                                31.313.121.23-2
0120,SCREWDRIVER,52.410.108.01-2,52,410,108,01,2,10,10                    52.410.108.01-2
0120,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0120,SCREWDRIVER,50.312.120.03-2,50,312,120,03,2,,50.312.120.03-2
0120,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,43.624.410.01-2
0120,SCREWDRIVER,52.412.108.01-2,52,412,108,01,2,12,12                     52.412.108.01-2                                           (IG=3mm)
0120,SCANBODY,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2
0120,SCANBODY,33.360.754.01-2,33,360,754,01,2,3,3                                                 33.360.754.01-2                                             34.612.120.01-2
0120,SCANBODY,34.612.120.01-2,34,612,120,01,2,3,3                                                 33.360.754.01-2                                             34.612.120.01-2
0120,SCANBODY,33.460.754.01-2,33,460,754,01,2,20º|4,4                       20º                       33.460.754.01-2
0120,SCANBODY,33.660.754.01-2,33,660,754,01,2,6,6                                                 33.660.754.01-2
0120,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0120,DYNAMIC,41.316.080.01-2,41,316,080,01,2,24,41.316.080.01-2                                   24                        43.624.201.01-2
0120,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.080.01-2                                   24                        43.624.201.01-2
0120,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0120,STRAIGHT,40.316.005.07-2,40,316,005,07,2,1.27,40.316.005.07-2                            Hex. 1.27                        43.625.105.01-2
0120,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.316.005.07-2                            Hex. 1.27                        43.625.105.01-2
0120,STRAIGHT MULTI-UNIT,42.303.121.01-2,42,303,121,01,2,1,1                    42.303.121.01-2
0120,STRAIGHT MULTI-UNIT,42.303.121.02-2,42,303,121,02,2,2,2                    42.303.121.02-2
0120,STRAIGHT MULTI-UNIT,42.303.121.03-2,42,303,121,03,2,3,3                    42.303.121.03-2
0120,STRAIGHT MULTI-UNIT,42.303.121.04-2,42,303,121,04,2,4,4                    42.303.121.04-2
0120,STRAIGHT MULTI-UNIT,48.312.120.02-2,48,312,120,02,2,"2,5|3,9","2,5/3,9                   48.312.120.02-2"
0120,STRAIGHT MULTI-UNIT,48.312.120.03-2,48,312,120,03,2,"3,5|4,9","3,5/4,9                   48.312.120.03-2"
0120,INTERNAL MULTI-UNIT,62.303.121.02-2,62,303,121,02,2,2,2                     62.303.121.02-2
0120,INTERNAL MULTI-UNIT,62.303.121.04-2,62,303,121,04,2,4,4                     62.303.121.04-2
0121,STANDARD DYNAMIC TIBASE,31.323.121.01-2,31,323,121,01,2,45º|25º|1,1                        45º                            25º                        31.323.121.01-2                               31.313.121.01-2
0121,STANDARD DYNAMIC TIBASE,31.313.121.01-2,31,313,121,01,2,45º|25º|1,1                        45º                            25º                        31.323.121.01-2                               31.313.121.01-2
0121,STANDARD DYNAMIC TIBASE,31.313.121.22-2,31,313,121,22,2,25º|20º|15º|2,2                         25º                           20º                            15º                                   -                                31.313.121.22-2
