compatibility_code,section,reference,reference_prefix,reference_group,reference_family,reference_option,reference_variant,options,source_line
0001,STANDARD DYNAMIC TIBASE,31.322.001.01-2,31,322,001,01,2,"43º|29º|0,3","0,3                       43º                            29º                        31.322.001.01-2                              31.312.001.01-2"
0001,STANDARD DYNAMIC TIBASE,31.312.001.01-2,31,312,001,01,2,"43º|29º|0,3","0,3                       43º                            29º                        31.322.001.01-2                              31.312.001.01-2"
0001,STANDARD DYNAMIC TIBASE,31.322.001.02-2,31,322,001,02,2,"25º|22º|1,2","1,2                       25º                            22º                       31.322.001.02-2                               31.312.001.02-2"
0001,STANDARD DYNAMIC TIBASE,31.312.001.02-2,31,312,001,02,2,"25º|22º|1,2","1,2                       25º                            22º                       31.322.001.02-2                               31.312.001.02-2"
0001,STANDARD DYNAMIC TIBASE,31.322.001.03-2,31,322,001,03,2,25º|2,2                        25º                               -                      31.322.001.03-2                               31.312.001.03-2
0001,STANDARD DYNAMIC TIBASE,31.312.001.03-2,31,312,001,03,2,25º|2,2                        25º                               -                      31.322.001.03-2                               31.312.001.03-2
0001,STANDARD DYNAMIC TIBASE,31.322.001.04-2,31,322,001,04,2,20º|3,3                        20º                               -                      31.322.001.04-2                               31.312.001.04-2
0001,STANDARD DYNAMIC TIBASE,31.312.001.04-2,31,312,001,04,2,20º|3,3                        20º                               -                      31.322.001.04-2                               31.312.001.04-2
0001,STANDARD DYNAMIC TIBASE,31.322.001.21-2,31,322,001,21,2,"25º|20º|10º|0,3","0,3                        25º                           20º                            10º                    31.322.001.21-2                                31.312.001.21-2"
0001,STANDARD DYNAMIC TIBASE,31.312.001.21-2,31,312,001,21,2,"25º|20º|10º|0,3","0,3                        25º                           20º                            10º                    31.322.001.21-2                                31.312.001.21-2"
0001,STANDARD DYNAMIC TIBASE,31.312.001.23-2,31,312,001,23,2,25º|20º|10º|2,2                         25º                           20º                            10º                                  -                                31.312.001.23-2
0001,SCREWDRIVER,52.410.103.01-2,52,410,103,01,2,10,10                     52.410.103.01-2
0001,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0001,SCREWDRIVER,50.312.001.01-2,50,312,001,01,2,,50.312.001.01-2
0001,SCREWDRIVER,50.312.001.04-2,50,312,001,04,2,,50.312.001.04-2                               43.624.410.01-2
0001,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,50.312.001.04-2                               43.624.410.01-2
0001,SCREWDRIVER,52.412.103.01-2,52,412,103,01,2,12,12                     52.412.103.01-2
0001,SCANBODY                                       SCANALOG,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2                              23.412.001.01-2
0001,SCANBODY                                       SCANALOG,23.412.001.01-2,23,412,001,01,2,,30.412.001.01-2                              23.412.001.01-2
0001,SCANBODY                                       SCANALOG,33.390.754.01-2,33,390,754,01,2,3,3                                                 33.390.754.01-2                                             22.612.001.01-2                                34.612.001.01-2
0001,SCANBODY                                       SCANALOG,22.612.001.01-2,22,612,001,01,2,3,3                                                 33.390.754.01-2                                             22.612.001.01-2                                34.612.001.01-2
0001,SCANBODY                                       SCANALOG,34.612.001.01-2,34,612,001,01,2,3,3                                                 33.390.754.01-2                                             22.612.001.01-2                                34.612.001.01-2
0001,SCANBODY                                       SCANALOG,33.490.754.01-2,33,490,754,01,2,25º|4,4                       25º                       33.490.754.01-2
0001,SCANBODY                                       SCANALOG,33.690.754.01-2,33,690,754,01,2,6,6                                                 33.690.754.01-2
0001,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0001,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0001,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                       13                         A
0001,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                        6                         B
0001,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                        9                         B
0001,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0001,SCANBODY OP,54.315.001.21-2,54,315,001,21,2,,54.315.001.21-2                                                                                                                                    43.601.103.02-2
0001,SCANBODY OP,43.601.103.02-2,43,601,103,02,2,,54.315.001.21-2                                                                                                                                    43.601.103.02-2
0001,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                        6                         C
0001,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                        9                         C
0001,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0001,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0001,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                         E
0001,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0001,DYNAMIC,41.316.084.01-2,41,316,084,01,2,24,41.316.084.01-2                                  24                        43.624.201.01-2
0001,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.084.01-2                                  24                        43.624.201.01-2
0001,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0001,STRAIGHT,40.316.003.01-2,40,316,003,01,2,1.20,40.316.003.01-2                           Hex. 1.20                        43.601.103.02-2
0001,STRAIGHT,43.601.103.02-2,43,601,103,02,2,1.20,40.316.003.01-2                           Hex. 1.20                        43.601.103.02-2
0001,STRAIGHT MULTI-UNIT,42.302.001.01-2,42,302,001,01,2,1,1                    42.302.001.01-2
0001,STRAIGHT MULTI-UNIT,42.302.001.02-2,42,302,001,02,2,2,2                    42.302.001.02-2
0001,STRAIGHT MULTI-UNIT,42.302.001.03-2,42,302,001,03,2,3,3                    42.302.001.03-2
0001,STRAIGHT MULTI-UNIT,42.302.001.04-2,42,302,001,04,2,4,4                    42.302.001.04-2
0002,STANDARD DYNAMIC TIBASE,31.323.002.01-2,31,323,002,01,2,"45º|29º|0,3","0,3                       45º                            29º                       31.323.002.01-2                                31.313.002.01-2"
0002,STANDARD DYNAMIC TIBASE,31.313.002.01-2,31,313,002,01,2,"45º|29º|0,3","0,3                       45º                            29º                       31.323.002.01-2                                31.313.002.01-2"
0002,STANDARD DYNAMIC TIBASE,31.323.002.02-2,31,323,002,02,2,"25º|22º|1,2","1,2                       25º                            22º                       31.323.002.02-2                               31.313.002.02-2"
0002,STANDARD DYNAMIC TIBASE,31.313.002.02-2,31,313,002,02,2,"25º|22º|1,2","1,2                       25º                            22º                       31.323.002.02-2                               31.313.002.02-2"
0002,STANDARD DYNAMIC TIBASE,31.323.002.21-2,31,323,002,21,2,"25º|20º|10º|0,3","0,3                        25º                           20º                            10º                    31.323.002.21-2                                 31.313.002.21-2"
0002,STANDARD DYNAMIC TIBASE,31.313.002.21-2,31,313,002,21,2,"25º|20º|10º|0,3","0,3                        25º                           20º                            10º                    31.323.002.21-2                                 31.313.002.21-2"
0002,SCREWDRIVER,52.408.101.01-2,52,408,101,01,2,8,8                     52.408.101.01-2
0002,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0002,SCREWDRIVER,52.410.101.01-2,52,410,101,01,2,10,10                     52.410.101.01-2                                   50.313.002.01-2
0002,SCREWDRIVER,50.313.002.01-2,50,313,002,01,2,10,10                     52.410.101.01-2                                   50.313.002.01-2
0002,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,43.624.410.01-2
0002,SCREWDRIVER,52.412.101.01-2,52,412,101,01,2,12,12                     52.412.101.01-2
0002,SCANBODY                                       SCANALOG,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2                              23.413.002.01-2
0002,SCANBODY                                       SCANALOG,23.413.002.01-2,23,413,002,01,2,,30.413.002.01-2                              23.413.002.01-2
0002,SCANBODY                                       SCANALOG,33.390.805.01-2,33,390,805,01,2,3,3                                                 33.390.805.01-2                                             22.613.002.01-2                                34.613.002.01-2
0002,SCANBODY                                       SCANALOG,22.613.002.01-2,22,613,002,01,2,3,3                                                 33.390.805.01-2                                             22.613.002.01-2                                34.613.002.01-2
0002,SCANBODY                                       SCANALOG,34.613.002.01-2,34,613,002,01,2,3,3                                                 33.390.805.01-2                                             22.613.002.01-2                                34.613.002.01-2
0002,SCANBODY                                       SCANALOG,33.490.805.01-2,33,490,805,01,2,30º|4,4                       30º                       33.490.805.01-2
0002,SCANBODY                                       SCANALOG,33.690.805.01-2,33,690,805,01,2,6,6                                                33.690.805.01-2
0002,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0002,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0002,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                       13                         A
0002,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                        6                         B
0002,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                        9                         B
0002,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0002,SCANBODY OP,54.315.002.21-2,54,315,002,21,2,,54.315.002.21-2                                                                                                                                    43.601.103.02-2
0002,SCANBODY OP,43.601.103.02-2,43,601,103,02,2,,54.315.002.21-2                                                                                                                                    43.601.103.02-2
0002,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                        6                         C
0002,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                        9                         C
0002,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0002,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0002,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                         E
0002,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0002,DYNAMIC,41.316.084.01-2,41,316,084,01,2,24,41.316.084.01-2                                  24                        43.624.201.01-2
0002,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.084.01-2                                  24                        43.624.201.01-2
0002,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0002,STRAIGHT,40.316.003.01-2,40,316,003,01,2,1.20,40.316.003.01-2                           Hex. 1.20                        43.601.103.02-2
0002,STRAIGHT,43.601.103.02-2,43,601,103,02,2,1.20,40.316.003.01-2                           Hex. 1.20                        43.601.103.02-2
0002,STRAIGHT MULTI-UNIT,42.303.002.01-2,42,303,002,01,2,1,1                    42.303.002.01-2
0002,STRAIGHT MULTI-UNIT,42.303.002.02-2,42,303,002,02,2,2,2                    42.303.002.02-2
0002,STRAIGHT MULTI-UNIT,42.303.002.03-2,42,303,002,03,2,3,3                    42.303.002.03-2
0002,STRAIGHT MULTI-UNIT,42.303.002.04-2,42,303,002,04,2,4,4                    42.303.002.04-2
0003,STANDARD DYNAMIC TIBASE,31.322.003.01-2,31,322,003,01,2,"45º|30º|0,3","0,3                       45º                            30º                       31.322.003.01-2                               31.312.003.01-2"
0003,STANDARD DYNAMIC TIBASE,31.312.003.01-2,31,312,003,01,2,"45º|30º|0,3","0,3                       45º                            30º                       31.322.003.01-2                               31.312.003.01-2"
0003,STANDARD DYNAMIC TIBASE,31.322.003.02-2,31,322,003,02,2,"25º|30º|0,5","0,5                       25º                            30º                       31.322.003.02-2                              31.312.003.02-2"
0003,STANDARD DYNAMIC TIBASE,31.312.003.02-2,31,312,003,02,2,"25º|30º|0,5","0,5                       25º                            30º                       31.322.003.02-2                              31.312.003.02-2"
0003,STANDARD DYNAMIC TIBASE,31.322.003.23-2,31,322,003,23,2,30º|25º|15º|1,1                        30º                            25º                            15º                    31.322.003.23-2                                31.312.003.23-2
0003,STANDARD DYNAMIC TIBASE,31.312.003.23-2,31,312,003,23,2,30º|25º|15º|1,1                        30º                            25º                            15º                    31.322.003.23-2                                31.312.003.23-2
0003,SCREWDRIVER,52.410.104.01-2,52,410,104,01,2,10,10                    52.410.104.01-2
0003,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0003,SCREWDRIVER,50.312.003.01-2,50,312,003,01,2,,50.312.003.01-2
0003,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,43.624.410.01-2
0003,SCREWDRIVER,52.412.104.01-2,52,412,104,01,2,12,12                     52.412.104.01-2
0003,SCANBODY,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2
0003,SCANBODY,33.390.716.01-2,33,390,716,01,2,3,3                                                 33.390.716.01-2                                             22.612.003.01-2                                34.612.003.01-2
0003,SCANBODY,22.612.003.01-2,22,612,003,01,2,3,3                                                 33.390.716.01-2                                             22.612.003.01-2                                34.612.003.01-2
0003,SCANBODY,34.612.003.01-2,34,612,003,01,2,3,3                                                 33.390.716.01-2                                             22.612.003.01-2                                34.612.003.01-2
0003,SCANBODY,33.490.716.01-2,33,490,716,01,2,25º|4,4                       25º                       33.490.716.01-2
0003,SCANBODY,33.690.716.01-2,33,690,716,01,2,6,6                                                 33.690.716.01-2
0003,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0003,DYNAMIC,41.320.065.01-2,41,320,065,01,2,24,41.320.065.01-2                                   24                        43.624.201.01-2
0003,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.320.065.01-2                                   24                        43.624.201.01-2
0003,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0003,STRAIGHT,40.320.003.02-2,40,320,003,02,2,1.20,40.320.003.02-2                            Hex. 1.20                        43.601.103.02-2
0003,STRAIGHT,43.601.103.02-2,43,601,103,02,2,1.20,40.320.003.02-2                            Hex. 1.20                        43.601.103.02-2
0004,STANDARD DYNAMIC TIBASE,31.323.004.01-2,31,323,004,01,2,45º|29º|1,1                         45º                           29º                        31.323.004.01-2                              31.313.004.01-2
0004,STANDARD DYNAMIC TIBASE,31.313.004.01-2,31,313,004,01,2,45º|29º|1,1                         45º                           29º                        31.323.004.01-2                              31.313.004.01-2
0004,STANDARD DYNAMIC TIBASE,31.323.004.02-2,31,323,004,02,2,30º|20º|2,2                        30º                            20º                       31.323.004.02-2                               31.313.004.02-2
0004,STANDARD DYNAMIC TIBASE,31.313.004.02-2,31,313,004,02,2,30º|20º|2,2                        30º                            20º                       31.323.004.02-2                               31.313.004.02-2
0004,STANDARD DYNAMIC TIBASE,31.323.004.03-2,31,323,004,03,2,25º|3,3                         25º                           25º                       31.323.004.03-2                               31.313.004.03-2
0004,STANDARD DYNAMIC TIBASE,31.313.004.03-2,31,313,004,03,2,25º|3,3                         25º                           25º                       31.323.004.03-2                               31.313.004.03-2
0004,STANDARD DYNAMIC TIBASE,31.323.004.04-2,31,323,004,04,2,20º|25º|4,4                        20º                            25º                       31.323.004.04-2                              31.313.004.04-2
0004,STANDARD DYNAMIC TIBASE,31.313.004.04-2,31,313,004,04,2,20º|25º|4,4                        20º                            25º                       31.323.004.04-2                              31.313.004.04-2
0004,STANDARD DYNAMIC TIBASE,31.323.004.21-2,31,323,004,21,2,25º|20º|10º|1,1                         25º                           20º                            10º                    31.323.004.21-2                                31.313.004.21-2
0004,STANDARD DYNAMIC TIBASE,31.313.004.21-2,31,313,004,21,2,25º|20º|10º|1,1                         25º                           20º                            10º                    31.323.004.21-2                                31.313.004.21-2
0004,SCREWDRIVER,52.410.103.01-2,52,410,103,01,2,10,10                     52.410.103.01-2
0004,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0004,SCREWDRIVER,50.313.004.01-2,50,313,004,01,2,,50.313.004.01-2
0004,SCREWDRIVER,50.313.004.03-2,50,313,004,03,2,,50.313.004.03-2                               43.624.410.01-2
0004,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,50.313.004.03-2                               43.624.410.01-2
0004,SCREWDRIVER,52.412.103.01-2,52,412,103,01,2,12,12                     52.412.103.01-2
0004,SCANBODY                                       SCANALOG,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2                              23.413.004.02-2
0004,SCANBODY                                       SCANALOG,23.413.004.02-2,23,413,004,02,2,,30.413.002.01-2                              23.413.004.02-2
0004,SCANBODY                                       SCANALOG,33.390.754.01-2,33,390,754,01,2,3,3                                                 33.390.754.01-2                                             22.613.004.01-2                                 34.613.004.01-2
0004,SCANBODY                                       SCANALOG,22.613.004.01-2,22,613,004,01,2,3,3                                                 33.390.754.01-2                                             22.613.004.01-2                                 34.613.004.01-2
0004,SCANBODY                                       SCANALOG,34.613.004.01-2,34,613,004,01,2,3,3                                                 33.390.754.01-2                                             22.613.004.01-2                                 34.613.004.01-2
0004,SCANBODY                                       SCANALOG,33.490.754.01-2,33,490,754,01,2,25º|4,4                       25º                       33.490.754.01-2
0004,SCANBODY                                       SCANALOG,33.690.754.01-2,33,690,754,01,2,6,6                                                 33.690.754.01-2
0004,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0004,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0004,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0004,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0004,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0004,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0004,SCANBODY OP,54.315.004.21-2,54,315,004,21,2,,54.315.004.21-2                                                                                                                                     43.625.105.01-2
0004,SCANBODY OP,43.625.105.01-2,43,625,105,01,2,,54.315.004.21-2                                                                                                                                     43.625.105.01-2
0004,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0004,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0004,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0004,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0004,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0004,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                    43.618.201.01-2
0004,DYNAMIC,41.316.076.01-2,41,316,076,01,2,24,41.316.076.01-2                               41.316.118.01-2                                     24                     43.624.201.01-2
0004,DYNAMIC,41.316.118.01-2,41,316,118,01,2,24,41.316.076.01-2                               41.316.118.01-2                                     24                     43.624.201.01-2
0004,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.076.01-2                               41.316.118.01-2                                     24                     43.624.201.01-2
0004,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                     43.632.201.01-2
0004,STRAIGHT,40.316.005.02-2,40,316,005,02,2,1.27,40.316.005.02-2                           Hex. 1.27                        43.625.105.01-2
0004,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.316.005.02-2                           Hex. 1.27                        43.625.105.01-2
0004,STRAIGHT MULTI-UNIT,42.303.004.01-2,42,303,004,01,2,1,1                   42.303.004.01-2
0004,STRAIGHT MULTI-UNIT,42.303.004.02-2,42,303,004,02,2,2,2                    42.303.004.02-2
0004,STRAIGHT MULTI-UNIT,42.303.004.03-2,42,303,004,03,2,3,3                    42.303.004.03-2
0004,STRAIGHT MULTI-UNIT,42.303.004.04-2,42,303,004,04,2,4,4                    42.303.004.04-2
0004,STRAIGHT MULTI-UNIT,48.312.004.02-2,48,312,004,02,2,"2.5|3,9","2.5/3,9                 48.312.004.02-2"
0004,STRAIGHT MULTI-UNIT,48.312.004.03-2,48,312,004,03,2,"3,5|4,9","3,5/4,9                 48.312.004.03-2"
0004,STRAIGHT MULTI-UNIT,48.312.004.04-2,48,312,004,04,2,"4,5|5,9","4,5/5,9                 48.312.004.04-2"
0005,STANDARD DYNAMIC TIBASE,31.324.005.01-2,31,324,005,01,2,38º|23º|1,1                        38º                            23º                       31.324.005.01-2                               31.314.005.01-2
0005,STANDARD DYNAMIC TIBASE,31.314.005.01-2,31,314,005,01,2,38º|23º|1,1                        38º                            23º                       31.324.005.01-2                               31.314.005.01-2
0005,STANDARD DYNAMIC TIBASE,31.324.005.02-2,31,324,005,02,2,25º|15º|2,2                        25º                            15º                       31.324.005.02-2                              31.314.005.02-2
0005,STANDARD DYNAMIC TIBASE,31.314.005.02-2,31,314,005,02,2,25º|15º|2,2                        25º                            15º                       31.324.005.02-2                              31.314.005.02-2
0005,STANDARD DYNAMIC TIBASE,31.324.005.03-2,31,324,005,03,2,20º|3,3                        20º                               -                      31.324.005.03-2                              31.314.005.03-2
0005,STANDARD DYNAMIC TIBASE,31.314.005.03-2,31,314,005,03,2,20º|3,3                        20º                               -                      31.324.005.03-2                              31.314.005.03-2
0005,STANDARD DYNAMIC TIBASE,31.324.005.04-2,31,324,005,04,2,15º|4,4                         15º                              -                      31.324.005.04-2                              31.314.005.04-2
0005,STANDARD DYNAMIC TIBASE,31.314.005.04-2,31,314,005,04,2,15º|4,4                         15º                              -                      31.324.005.04-2                              31.314.005.04-2
0005,STANDARD DYNAMIC TIBASE,31.324.005.21-2,31,324,005,21,2,25º|20º|10º|1,1                        25º                            20º                            10º                    31.324.005.21-2                                31.314.005.21-2
0005,STANDARD DYNAMIC TIBASE,31.314.005.21-2,31,314,005,21,2,25º|20º|10º|1,1                        25º                            20º                            10º                    31.324.005.21-2                                31.314.005.21-2
0005,SCREWDRIVER,52.410.102.01-2,52,410,102,01,2,10,10                     52.410.102.01-2
0005,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0005,SCREWDRIVER,50.314.005.01-2,50,314,005,01,2,,50.314.005.01-2
0005,SCREWDRIVER,50.314.005.03-2,50,314,005,03,2,,50.314.005.03-2                               43.624.410.01-2
0005,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,50.314.005.03-2                               43.624.410.01-2
0005,SCREWDRIVER,52.412.102.01-2,52,412,102,01,2,12,12                     52.412.102.01-2
0005,SCANBODY,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2
0005,SCANBODY,33.390.958.01-2,33,390,958,01,2,3,3                                                 33.390.958.01-2                                             22.614.005.01-2                                 34.614.005.01-2
0005,SCANBODY,22.614.005.01-2,22,614,005,01,2,3,3                                                 33.390.958.01-2                                             22.614.005.01-2                                 34.614.005.01-2
0005,SCANBODY,34.614.005.01-2,34,614,005,01,2,3,3                                                 33.390.958.01-2                                             22.614.005.01-2                                 34.614.005.01-2
0005,SCANBODY,33.490.958.01-2,33,490,958,01,2,30º|4,4                       30º                       33.490.958.01-2
0005,SCANBODY,33.690.958.01-2,33,690,958,01,2,6,6                                                 33.690.958.01-2
0005,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0005,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0005,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0005,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0005,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0005,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0005,SCANBODY OP,54.315.005.21-2,54,315,005,21,2,,54.315.005.21-2                                                                                                                                     43.625.105.01-2
0005,SCANBODY OP,43.625.105.01-2,43,625,105,01,2,,54.315.005.21-2                                                                                                                                     43.625.105.01-2
0005,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0005,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0005,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0005,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0005,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0005,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                    43.618.201.01-2
0005,DYNAMIC,41.320.090.01-2,41,320,090,01,2,24,41.320.090.01-2                               41.320.137.01-2                                     24                     43.624.201.01-2
0005,DYNAMIC,41.320.137.01-2,41,320,137,01,2,24,41.320.090.01-2                               41.320.137.01-2                                     24                     43.624.201.01-2
0005,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.320.090.01-2                               41.320.137.01-2                                     24                     43.624.201.01-2
0005,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                     43.632.201.01-2
0005,STRAIGHT,40.320.005.03-2,40,320,005,03,2,1.27,40.320.005.03-2                            Hex. 1.27                        43.625.105.01-2
0005,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.320.005.03-2                            Hex. 1.27                        43.625.105.01-2
0006,STANDARD DYNAMIC TIBASE,31.322.006.01-2,31,322,006,01,2,"40º|20º|1,2","1,2                       40º                            20º                       31.322.006.01-2                               31.312.006.01-2"
0006,STANDARD DYNAMIC TIBASE,31.312.006.01-2,31,312,006,01,2,"40º|20º|1,2","1,2                       40º                            20º                       31.322.006.01-2                               31.312.006.01-2"
0006,STANDARD DYNAMIC TIBASE,31.322.006.02-2,31,322,006,02,2,25º|12º|2,2                         25º                            12º                      31.322.006.02-2                              31.312.006.02-2
0006,STANDARD DYNAMIC TIBASE,31.312.006.02-2,31,312,006,02,2,25º|12º|2,2                         25º                            12º                      31.322.006.02-2                              31.312.006.02-2
0006,STANDARD DYNAMIC TIBASE,31.322.006.03-2,31,322,006,03,2,20º|30º|3,3                        20º                            30º                       31.322.006.03-2                              31.312.006.03-2
0006,STANDARD DYNAMIC TIBASE,31.312.006.03-2,31,312,006,03,2,20º|30º|3,3                        20º                            30º                       31.322.006.03-2                              31.312.006.03-2
0006,STANDARD DYNAMIC TIBASE,31.322.006.04-2,31,322,006,04,2,15º|30º|4,4                         15º                           30º                       31.322.006.04-2                              31.312.006.04-2
0006,STANDARD DYNAMIC TIBASE,31.312.006.04-2,31,312,006,04,2,15º|30º|4,4                         15º                           30º                       31.322.006.04-2                              31.312.006.04-2
0006,STANDARD DYNAMIC TIBASE,31.322.006.21-2,31,322,006,21,2,30º|20º|15º|1.2,1.2                       30º                            20º                            15º                    31.322.006.21-2                                31.312.006.21-2
0006,STANDARD DYNAMIC TIBASE,31.312.006.21-2,31,312,006,21,2,30º|20º|15º|1.2,1.2                       30º                            20º                            15º                    31.322.006.21-2                                31.312.006.21-2
0006,SCREWDRIVER,52.410.105.01-2,52,410,105,01,2,10,10                     52.410.105.01-2
0006,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0006,SCREWDRIVER,50.312.006.03-2,50,312,006,03,2,,50.312.006.03-2
0006,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,(IG=3mm)                              43.624.410.01-2
0006,SCREWDRIVER,52.412.105.01-2,52,412,105,01,2,12,12                     52.412.105.01-2
0006,SCANBODY                                       SCANALOG,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2                              23.412.006.01-2
0006,SCANBODY                                       SCANALOG,23.412.006.01-2,23,412,006,01,2,,30.412.001.01-2                              23.412.006.01-2
