reference,reference_num,name,ean13
21.223.035.01-2,21223035012,Dynamic abutment CrCo rotational 28º Comp. 0035,843656873876
21.223.041.01-2,21223041012,Dynamic abutment CrCo rotational 28º Comp. 0041,843567350454
21.224.061.01-2,21224061012,Dynamic abutment CrCo rotational 28º Comp. 0061,843656873520
21.223.173.01-2,21223173012,Dynamic abutment CrCo rotational 28º Comp. 0173,843567350313
21.223.015.01-2,21223015012,Dynamic abutment CrCo rotational 28º Comp.0015,843567350435
21.513.027.01-2,21513027012,"Dynamic abutment, NR, POM, 20º Comp.0027",843567350231
21.513.030.01-2,21513030012,"Dynamic abutment, NR, POM, 20º Comp.0030",843567350191
21.512.001.01-2,21512001012,"Dynamic abutment, NR, POM, 25º Comp.0001",843656873964
21.512.003.01-2,21512003012,"Dynamic abutment, NR, POM, 25º Comp.0003",843567350249
21.512.014.01-2,21512014012,"Dynamic abutment, NR, POM, 25º Comp.0014",843567350138
21.512.021.01-2,21512021012,"Dynamic abutment, NR, POM, 25º Comp.0021",843656873495
21.512.023.01-2,21512023012,"Dynamic abutment, NR, POM, 25º Comp.0023",843567350267
21.512.026.01-2,21512026012,"Dynamic abutment, NR, POM, 25º Comp.0026",843656873354
21.512.033.01-2,21512033012,"Dynamic abutment, NR, POM, 25º Comp.0033",843567350057
21.512.040.01-2,21512040012,"Dynamic abutment, NR, POM, 25º Comp.0040",843656873290
21.512.042.01-2,21512042012,"Dynamic abutment, NR, POM, 25º Comp.0042",843567350388
21.512.078.01-2,21512078012,"Dynamic abutment, NR, POM, 25º Comp.0078",843567350261
21.513.002.01-2,21513002012,"Dynamic abutment, NR, POM, 28º Comp.0002",843656873361
21.513.004.01-2,21513004012,"Dynamic abutment, NR, POM, 28º Comp.0004",843656873530
21.513.010.01-2,21513010012,"Dynamic abutment, NR, POM, 28º Comp.0010",843567350092
21.513.015.01-2,21513015012,"Dynamic abutment, NR, POM, 28º Comp.0015",843567350173
21.513.022.01-2,21513022012,"Dynamic abutment, NR, POM, 28º Comp.0022",843656873487
21.513.024.01-2,21513024012,"Dynamic abutment, NR, POM, 28º Comp.0024",843567350279
21.513.035.01-2,21513035012,"Dynamic abutment, NR, POM, 28º Comp.0035",843567350066
21.513.041.01-2,21513041012,"Dynamic abutment, NR, POM, 28º Comp.0041",843656873994
21.513.043.01-2,21513043012,"Dynamic abutment, NR, POM, 28º Comp.0043",843567350398
21.514.058.01-2,21514058012,"Dynamic abutment, NR, POM, 28º Comp.0058",843567350285
21.514.060.01-2,21514060012,"Dynamic abutment, NR, POM, 28º Comp.0060",843567350314
21.514.061.01-2,21514061012,"Dynamic abutment, NR, POM, 28º Comp.0061",843567350296
21.513.074.01-2,21513074012,"Dynamic abutment, NR, POM, 28º Comp.0074",843656873901
21.523.027.01-2,21523027012,"Dynamic abutment, R, POM, 20º Comp.0027",843656873982
21.523.030.01-2,21523030012,"Dynamic abutment, R, POM, 20º Comp.0030",843567350197
21.522.001.01-2,21522001012,"Dynamic abutment, R, POM, 25º Comp.0001",843656873539
21.522.003.01-2,21522003012,"Dynamic abutment, R, POM, 25º Comp.0003",843567350320
21.522.006.01-2,21522006012,"Dynamic abutment, R, POM, 25º Comp.0006",843567350014
21.522.009.01-2,21522009012,"Dynamic abutment, R, POM, 25º Comp.0009",843567350338
21.522.014.01-2,21522014012,"Dynamic abutment, R, POM, 25º Comp.0014",843567350146
21.522.021.01-2,21522021012,"Dynamic abutment, R, POM, 25º Comp.0021",843656873872
21.522.023.01-2,21522023012,"Dynamic abutment, R, POM, 25º Comp.0023",843656873478
21.523.025.01-2,21523025012,"Dynamic abutment, R, POM, 25º Comp.0025",843656873569
21.522.026.01-2,21522026012,"Dynamic abutment, R, POM, 25º Comp.0026",843567350225
21.522.033.01-2,21522033012,"Dynamic abutment, R, POM, 25º Comp.0033",843567350074
21.522.040.01-2,21522040012,"Dynamic abutment, R, POM, 25º Comp.0040",843656873317
21.523.066.01-2,21523066012,"Dynamic abutment, R, POM, 25º Comp.0066",843567350039
21.523.067.01-2,21523067012,"Dynamic abutment, R, POM, 25º Comp.0067",843567350049
21.522.072.01-2,21522072012,"Dynamic abutment, R, POM, 25º Comp.0072",843567350209
21.522.076.01-2,21522076012,"Dynamic abutment, R, POM, 25º Comp.0076",843567350120
21.523.002.01-2,21523002012,"Dynamic abutment, R, POM, 28º Comp.0002",843656873995
21.523.004.01-2,21523004012,"Dynamic abutment, R, POM, 28º Comp.0004",843567350031
21.523.007.01-2,21523007012,"Dynamic abutment, R, POM, 28º Comp.0007",843567350021
21.523.010.01-2,21523010012,"Dynamic abutment, R, POM, 28º Comp.0010",843567350102
21.523.013.01-2,21523013012,"Dynamic abutment, R, POM, 28º Comp.0013",843567350128
21.523.015.01-2,21523015012,"Dynamic abutment, R, POM, 28º Comp.0015",843567350181
21.523.022.01-2,21523022012,"Dynamic abutment, R, POM, 28º Comp.0022",843567350004
21.523.024.01-2,21523024012,"Dynamic abutment, R, POM, 28º Comp.0024",843656873414
21.523.035.01-2,21523035012,"Dynamic abutment, R, POM, 28º Comp.0035",843567350084
21.523.041.01-2,21523041012,"Dynamic abutment, R, POM, 28º Comp.0041",843656873890
21.523.054.01-2,21523054012,"Dynamic abutment, R, POM, 28º Comp.0054",843567350163
21.524.058.01-2,21524058012,"Dynamic abutment, R, POM, 28º Comp.0058",843567350350
21.524.060.01-2,21524060012,"Dynamic abutment, R, POM, 28º Comp.0060",843567350382
21.524.061.01-2,21524061012,"Dynamic abutment, R, POM, 28º Comp.0061",843567350356
21.523.062.01-2,21523062012,"Dynamic abutment, R, POM, 28º Comp.0062",843567350155
21.524.068.01-2,21524068012,"Dynamic abutment, R, POM, 28º Comp.0068",843567350110
21.523.073.01-2,21523073012,"Dynamic abutment, R, POM, 28º Comp.0073",843567350213
21.523.074.01-2,21523074012,"Dynamic abutment, R, POM, 28º Comp.0074",843656873992
49.416.000.01-2,49416000012,Pin A 13mm,843567351052
49.414.000.01-2,49414000012,Pin A 6mm,843567351050
49.415.000.01-2,49415000012,Pin A 9mm,843567351051
49.416.000.02-2,49416000022,Pin B 13mm,843567351274
49.414.000.02-2,49414000022,Pin B 6mm,843567351272
49.415.000.02-2,49415000022,Pin B 9mm,843567351273
49.416.000.03-2,49416000032,Pin C 13mm,843567351277
49.414.000.03-2,49414000032,Pin C 6mm,843567351275
49.415.000.03-2,49415000032,Pin C 9mm,843567351276
49.416.000.04-2,49416000042,Pin D 13mm,843567351342
49.416.000.05-2,49416000052,Pin E 13mm,843567351343
49.422.000.01-2,49422000012,Positioner ANG DAS Multi-Unit,843567351268
49.309.000.01-2,49309000012,Positioner DA,843567351295
49.409.000.01-2,49409000012,Positioner DAS Multi-Unit,843656873393
49.409.000.02-2,49409000022,Positioner Internal DAS Multi-Unit,
53.412.998.01-2,53412998012,"PreScanbody H4.5, Ø7.9, NR, (Hex.1,20) 5N·cm",
22.612.001.01-2,22612001012,Analog Comp.0001,843567350016
22.613.002.01-2,22613002012,Analog Comp.0002,843567350018
22.612.003.01-2,22612003012,Analog Comp.0003,843656873556
22.613.004.01-2,22613004012,Analog Comp.0004,843567350054
22.614.005.01-2,22614005012,Analog Comp.0005,843567350069
22.612.006.01-2,22612006012,Analog Comp.0006,843567350240
22.612.009.01-2,22612009012,Analog Comp.0009,843567350123
22.613.010.01-2,22613010012,Analog Comp.0010,843567350071
22.612.021.01-2,22612021012,Analog Comp.0021,843656873445
22.613.022.01-2,22613022012,Analog Comp.0022,843656873593
22.612.023.01-2,22612023012,Analog Comp.0023,843567350107
22.613.024.01-2,22613024012,Analog Comp.0024,843656873422
22.613.025.01-2,22613025012,Analog Comp.0025,843656873868
22.612.026.01-2,22612026012,Analog Comp.0026,843656873588
22.613.027.01-2,22613027012,Analog Comp.0027,843656873516
22.614.028.01-2,22614028012,Analog Comp.0028,843656873424
22.612.033.01-2,22612033012,Analog Comp.0033,843656873942
22.613.035.01-2,22613035012,Analog Comp.0035,843656873946
22.613.037.01-2,22613037012,Analog Comp.0037,843656873919
22.612.040.01-2,22612040012,Analog Comp.0040,843656873877
22.613.041.01-2,22613041012,Analog Comp.0041,843567350158
22.614.057.01-2,22614057012,Analog Comp.0057,843567350034
22.614.058.01-2,22614058012,Analog Comp.0058,843567350125
22.614.060.01-2,22614060012,Analog Comp.0060,843567350143
22.614.061.01-2,22614061012,Analog Comp.0061,843567350141
22.613.066.01-2,22613066012,Analog Comp.0066,843567350036
22.613.067.01-2,22613067012,Analog Comp.0067,843567350052
22.613.073.01-2,22613073012,Analog Comp.0073,843567350105
22.613.074.01-2,22613074012,Analog Comp.0074,843656873421
22.612.075.01-2,22612075012,Analog Comp.0075,843656873580
22.611.090.01-2,22611090012,Analog Comp.0090,843656873310
22.614.096.01-2,22614096012,Analog Comp.0096,843567350305
22.614.124.01-2,22614124012,Analog Comp.0124,
22.610.159.01-2,22610159012,Analog Comp.0159,843567350276
22.613.263.01-2,22613263012,Analog Comp.0263,843567350665
22.312.209.01-2,22312209012,Analog DAS MU4.0,843567351348
22.612.209.01-2,22612209012,Analog DAS Multi-Unit,843656873373
34.612.233.01-2,34612233012,Digital analog Comp.0233,843567350671
34.312.209.02-2,34312209022,Digital analog DAS MU4.0,843567351352
34.312.209.01-2,34312209012,Digital analog DAS Multi-Unit,843656873374
34.312.210.01-2,34312210012,Digital analog Internal DAS Multi-Unit,
34.612.181.01-2,34612181012,Digital analog. Comp. 0181,
34.612.001.01-2,34612001012,Digital analog. Comp.0001,843567350176
34.613.002.01-2,34613002012,Digital analog. Comp.0002,843567350178
34.612.003.01-2,34612003012,Digital analog. Comp.0003,843567350353
34.613.004.01-2,34613004012,Digital analog. Comp.0004,843567350195
34.613.004.02-2,34613004022,Digital analog. Comp.0004 (6f),843567350397
34.614.005.01-2,34614005012,Digital analog. Comp.0005,843567350211
34.612.006.01-2,34612006012,Digital analog. Comp.0006,843567350281
34.613.007.01-2,34613007012,Digital analog. Comp.0007,843567350283
34.613.008.01-2,34613008012,Digital analog. Comp.0008,843567350298
34.612.009.01-2,34612009012,Digital analog. Comp.0009,843567350300
34.613.010.01-2,34613010012,Digital analog. Comp.0010,843567350316
34.612.011.01-2,34612011012,Digital analog. Comp.0011,843567350318
34.613.012.01-2,34613012012,Digital analog. Comp.0012,843567350334
34.612.014.01-2,34612014012,Digital analog. Comp.0014,843567350202
34.613.015.01-2,34613015012,Digital analog. Comp.0015,843567350336
34.612.016.01-2,34612016012,Digital analog. Comp.0016,843567350352
34.613.017.01-2,34613017012,Digital analog. Comp.0017,843567350354
34.614.018.01-2,34614018012,Digital analog. Comp.0018,843567350297
34.612.019.01-2,34612019012,Digital analog. Comp.0019,843567350368
34.613.020.01-2,34613020012,Digital analog. Comp.0020,843567350370
34.612.021.01-2,34612021012,Digital analog. Comp.0021,843567350193
34.613.022.01-2,34613022012,Digital analog. Comp.0022,843656873480
34.612.023.01-2,34612023012,Digital analog. Comp.0023,843567350369
34.613.024.01-2,34613024012,Digital analog. Comp.0024,843656873917
34.613.025.01-2,34613025012,Digital analog. Comp.0025,843656873425
34.612.026.01-2,34612026012,Digital analog. Comp.0026,843567350299
34.613.027.01-2,34613027012,Digital analog. Comp.0027,843567350317
34.614.028.01-2,34614028012,Digital analog. Comp.0028,843567350384
34.613.029.01-2,34613029012,Digital analog. Comp.0029,843567350282
34.613.030.01-2,34613030012,Digital analog. Comp.0030,843656873892
34.612.033.01-2,34612033012,Digital analog. Comp.0033,843567350228
34.613.035.01-2,34613035012,Digital analog. Comp.0035,843567350246
34.613.037.01-2,34613037012,Digital analog. Comp.0037,843567350264
34.612.038.01-2,34612038012,Digital analog. Comp.0038,843567350055
34.613.039.01-2,34613039012,Digital analog. Comp.0039,843567350068
34.612.040.01-2,34612040012,Digital analog. Comp.0040,843656873859
34.613.041.01-2,34613041012,Digital analog. Comp.0041,843567350385
34.612.044.01-2,34612044012,Digital analog. Comp.0044,843567350367
34.613.045.01-2,34613045012,Digital analog. Comp.0045,843567350371
34.614.046.01-2,34614046012,Digital analog. Comp.0046,843567350383
34.612.047.01-2,34612047012,"Digital analog. Comp.0047, 0048",843567350047
34.611.049.01-2,34611049012,Digital analog. Comp.0049,843567350386
34.612.050.01-2,34612050012,Digital analog. Comp.0050,843567350400
34.613.051.01-2,34613051012,Digital analog. Comp.0051,843567350402
34.614.052.01-2,34614052012,Digital analog. Comp.0052,843567350410
34.614.054.01-2,34614054012,Digital analog. Comp.0054,843567350418
34.614.057.01-2,34614057012,Digital analog. Comp.0057,843567350161
34.614.058.01-2,34614058012,Digital analog. Comp.0058,843567350373
34.614.060.01-2,34614060012,Digital analog. Comp.0060,843567350179
34.614.061.01-2,34614061012,Digital analog. Comp.0061,843567350210
34.613.074.01-2,34613074012,Digital analog. Comp.0074,843567350335
34.612.075.01-2,34612075012,Digital analog. Comp.0075,843567350041
34.614.080.01-2,34614080012,Digital analog. Comp.0080,843567350196
34.615.081.01-2,34615081012,Digital analog. Comp.0081,843567350333
34.612.082.01-2,34612082012,Digital analog. Comp.0082,843567350412
34.613.083.01-2,34613083012,Digital analog. Comp.0083,843567350414
34.614.085.01-2,34614085012,Digital analog. Comp.0085,843567350086
34.611.090.01-2,34611090012,Digital analog. Comp.0090,843567350094
34.614.091.01-2,34614091012,Digital analog. Comp.0091,843567350416
34.615.092.01-2,34615092012,Digital analog. Comp.0092,843567350118
34.614.096.01-2,34614096012,Digital analog. Comp.0096,843567350175
34.613.101.01-2,34613101012,Digital analog. Comp.0101,843567350307
34.612.102.01-2,34612102012,Digital analog. Comp.0102,843567350151
34.612.109.01-2,34612109012,Digital analog. Comp.0109,843567350100
34.610.110.01-2,34610110012,"Digital analog. Comp.0110, 0111",843567350065
34.611.119.01-2,34611119012,Digital analog. Comp.0119,843656873963
34.612.120.01-2,34612120012,Digital analog. Comp.0120,843567350387
34.613.121.01-2,34613121012,Digital analog. Comp.0121,843567350399
34.614.124.01-2,34614124012,Digital analog. Comp.0124,843567350315
34.613.125.01-2,34613125012,Digital analog. Comp.0125,843567350381
34.615.129.01-2,34615129012,Digital analog. Comp.0129,843567350130
34.612.130.01-2,34612130012,Digital analog. Comp.0130,
34.613.131.01-2,34613131012,Digital analog. Comp.0131,
34.614.132.01-2,34614132012,Digital analog. Comp.0132,
34.610.136.01-2,34610136012,Digital analog. Comp.0136,843567350374
34.613.146.01-2,34613146012,Digital analog. Comp.0146,
34.610.161.01-2,34610161012,"Digital analog. Comp.0149, 0161, 0162.",843567350380
34.613.151.01-2,34613151012,Digital analog. Comp.0151,843567350192
34.610.152.01-2,34610152012,Digital analog. Comp.0152,843567350470
34.610.159.01-2,34610159012,Digital analog. Comp.0159,843567350112
34.610.160.01-2,34610160012,Digital analog. Comp.0160,843567350136
34.613.163.01-2,34613163012,Digital analog. Comp.0163,843567350359
34.610.164.01-2,34610164012,Digital analog. Comp.0164,843656873477
34.613.165.01-2,34613165012,Digital analog. Comp.0165,843567350390
34.610.166.01-2,34610166012,Digital analog. Comp.0166,843567350309
34.613.167.01-2,34613167012,Digital analog. Comp.0167,843567350325
34.612.169.01-2,34612169012,Digital analog. Comp.0169,843567350365
34.610.176.01-2,34610176012,Digital analog. Comp.0176,843567350542
34.610.178.01-2,34610178012,Digital analog. Comp.0178,
34.612.183.01-2,34612183012,Digital analog. Comp.0183,843656873448
34.613.186.01-2,34613186012,Digital analog. Comp.0186,843567350277
34.612.187.01-2,34612187012,Digital analog. Comp.0187,843567350114
34.613.193.01-2,34613193012,Digital analog. Comp.0193,
34.612.205.01-2,34612205012,Digital analog. Comp.0205,843656873491
34.610.207.01-2,34610207012,Digital analog. Comp.0207,843656873528
34.614.208.01-2,34614208012,Digital analog. Comp.0208,843656873529
34.610.222.01-2,34610222012,Digital analog. Comp.0222,843567351333
34.610.249.01-2,34610249012,Digital analog. Comp.0249,843567350536
34.613.261.01-2,34613261012,Digital analog. Comp.0261,843567350659
23.412.001.01-2,23412001012,ScAnalog Comp.0001,843567350361
23.413.002.01-2,23413002012,ScAnalog Comp.0002,843567350363
23.413.004.02-2,23413004022,ScAnalog Comp.0004 (6f),843567350083
23.412.006.01-2,23412006012,ScAnalog Comp.0006,843567350376
23.413.007.01-2,23413007012,ScAnalog Comp.0007,843567351006
23.413.008.01-2,23413008012,ScAnalog Comp.0008,843567350043
23.412.014.01-2,23412014012,ScAnalog Comp.0014,843567350134
23.413.015.01-2,23413015012,ScAnalog Comp.0015,843567350132
23.412.021.01-2,23412021012,ScAnalog Comp.0021,843567350045
23.413.022.01-2,23413022012,ScAnalog Comp.0022,843567350329
23.412.023.01-2,23412023012,ScAnalog Comp.0023,843567350096
23.413.024.01-2,23413024012,ScAnalog Comp.0024,843567350062
23.413.025.01-2,23413025012,ScAnalog Comp.0025,843656873559
23.412.029.01-2,23412029012,ScAnalog Comp.0029,843567350147
23.413.030.01-2,23413030012,ScAnalog Comp.0030,843567350078
23.412.033.01-2,23412033012,ScAnalog Comp.0033,843656873909
23.413.035.01-2,23413035012,ScAnalog Comp.0035,843567350048
23.413.037.01-2,23413037012,ScAnalog Comp.0037,843567350040
23.412.040.01-2,23412040012,ScAnalog Comp.0040,843567350323
23.413.041.01-2,23413041012,ScAnalog Comp.0041,843567350080
23.413.074.01-2,23413074012,ScAnalog Comp.0074,843567350027
23.414.096.01-2,23414096012,ScAnalog Comp.0096,843567350199
23.413.101.01-2,23413101012,ScAnalog Comp.0101,843567350098
23.412.102.01-2,23412102012,ScAnalog Comp.0102,843656873988
23.410.160.01-2,23410160012,ScAnalog Comp.0160,843567350207
23.412.181.01-2,23412181012,ScAnalog Comp.0181,843567350154
23.410.260.01-2,23410260012,ScAnalog Comp.0260,843567351359
23.413.261.01-2,23413261012,ScAnalog Comp.0261,843567351360
23.412.209.02-2,23412209022,ScAnalog DAS MU4.0,843567351349
23.412.209.01-2,23412209012,ScAnalog DAS Multi-Unit,843656873368
53.412.209.01-2,53412209012,"Scanbody DAS Multi-Unit H4.5, NR, (Hex.1,20) 5N·cm",843656873367
53.422.209.02-2,53422209022,"Scanbody DAS Multi-Unit H8, R, (Hex.1,20) 5N·cm",843656873576
52.410.133.01-2,52410133012,Scanbody IO DA H10mm,
52.412.133.01-2,52412133012,Scanbody IO DA H12mm,
52.409.133.01-2,52409133012,Scanbody IO DA H9mm,843567350322
52.408.137.01-2,52408137012,Scanbody IO DAS Multi-Unit H8mm,843656873880
52.410.101.01-2,52410101012,Scanbody IO HA H10mm,843656873320
52.412.101.01-2,52412101012,Scanbody IO HA H12mm,843656873295
52.415.101.01-2,52415101012,Scanbody IO HA H15mm,843567350401
52.410.102.01-2,52410102012,Scanbody IO HB H10mm,843656873302
52.412.102.01-2,52412102012,Scanbody IO HB H12mm,843567350411
52.410.103.01-2,52410103012,Scanbody IO HC H10mm,843656873493
52.412.103.01-2,52412103012,Scanbody IO HC H12mm,843567350415
52.410.104.01-2,52410104012,Scanbody IO HD H10mm,843656873455
52.410.105.01-2,52410105012,Scanbody IO HE H10mm,843656873961
52.412.105.01-2,52412105012,Scanbody IO HE H12mm,843567350420
52.415.105.01-2,52415105012,Scanbody IO HE H15mm,843567350422
52.408.113.01-2,52408113012,Scanbody IO HF H8mm,843656873586
52.410.114.01-2,52410114012,Scanbody IO HG H10mm,843567350424
52.412.114.01-2,52412114012,Scanbody IO HG H12mm,843567350426
52.415.114.01-2,52415114012,Scanbody IO HG H15mm,843567350428
52.410.116.01-2,52410116012,Scanbody IO HH  H10mm,843567350003
52.412.116.01-2,52412116012,Scanbody IO HH  H12mm,843567350015
52.410.117.01-2,52410117012,Scanbody IO HI H10mm,843656873352
52.412.117.01-2,52412117012,Scanbody IO HI H12mm,843567350020
52.410.118.01-2,52410118012,Scanbody IO HJ H10mm,843567350032
52.412.118.01-2,52412118012,Scanbody IO HJ H12mm,843567350038
52.410.120.01-2,52410120012,Scanbody IO HK H10mm,843567350405
52.412.120.01-2,52412120012,Scanbody IO HK H12mm,843567350001
52.410.121.01-2,52410121012,Scanbody IO HL H10mm,843567350019
52.412.121.01-2,52412121012,Scanbody IO HL H12mm,843567350033
52.410.122.01-2,52410122012,Scanbody IO HM H10mm,843567350212
52.412.122.01-2,52412122012,Scanbody IO HM H12mm,
52.410.123.01-2,52410123012,Scanbody IO HN H10mm,843567350076
52.412.123.01-2,52412123012,Scanbody IO HN H12mm,843567350082
52.409.123.01-2,52409123012,Scanbody IO HN H9mm,843567350029
52.410.124.01-2,52410124012,Scanbody IO HO H10mm,843567350226
52.412.124.01-2,52412124012,Scanbody IO HO H12mm,843567350230
52.410.125.01-2,52410125012,Scanbody IO HP H10mm,843656873933
52.412.125.01-2,52412125012,Scanbody IO HP H12mm,
52.410.126.01-2,52410126012,Scanbody IO HR H10mm,843567350337
52.412.126.01-2,52412126012,Scanbody IO HR H12mm,843567350351
52.410.128.01-2,52410128012,Scanbody IO HS H10mm,843656873591
52.412.128.01-2,52412128012,Scanbody IO HS H12mm,
52.410.129.01-2,52410129012,Scanbody IO HT H10mm,843567350206
52.412.129.01-2,52412129012,Scanbody IO HT H12mm,
52.408.138.01-2,52408138012,Scanbody IO HU H8mm,843567350539
52.410.111.01-2,52410111012,Scanbody IO MA H10mm,843656873947
52.408.112.01-2,52408112012,Scanbody IO MB H8mm,843656873318
52.409.135.01-2,52409135012,Scanbody IO MC H9mm,
52.408.136.01-2,52408136012,Scanbody IO MD H8mm,843656873452
52.410.110.01-2,52410110012,Scanbody IO OA H10mm,843656873991
52.412.110.01-2,52412110012,Scanbody IO OA H12mm,843567350442
52.408.110.01-2,52408110012,Scanbody IO OA H8mm,843656873564
52.410.119.01-2,52410119012,Scanbody IO OB H10mm,843567350050
52.412.119.01-2,52412119012,Scanbody IO OB H12mm,843567350056
52.410.127.01-2,52410127012,Scanbody IO PA H10mm,
52.412.127.01-2,52412127012,Scanbody IO PA H12mm,
52.410.106.01-2,52410106012,Scanbody IO SA H10mm,843656873920
52.412.106.01-2,52412106012,Scanbody IO SA H12mm,843567350434
52.415.106.01-2,52415106012,Scanbody IO SA H15mm,843567350436
52.408.106.01-2,52408106012,Scanbody IO SA H8mm,843567350025
52.410.107.01-2,52410107012,Scanbody IO SB H10mm,843656873296
52.412.107.01-2,52412107012,Scanbody IO SB H12mm,843567350438
52.415.107.01-2,52415107012,Scanbody IO SB H15mm,843567350440
52.410.115.01-2,52410115012,Scanbody IO SC H10mm,843567350430
52.412.115.01-2,52412115012,Scanbody IO SC H12mm,843567350432
52.410.131.01-2,52410131012,Scanbody IO SD H10mm,843656873498
52.412.131.01-2,52412131012,Scanbody IO SD H12mm,
52.410.108.01-2,52410108012,Scanbody IO TA H10mm,843567350423
52.412.108.01-2,52412108012,Scanbody IO TA H12mm,843567350427
52.410.109.01-2,52410109012,Scanbody IO TB H10mm,843656873592
52.412.109.01-2,52412109012,Scanbody IO TB H12mm,843567350431
52.410.130.01-2,52410130012,Scanbody IO TC H10mm,843567350200
52.412.130.01-2,52412130012,Scanbody IO TC H12mm,
52.410.132.01-2,52410132012,Scanbody IO TD H10mm,843656873875
52.412.132.01-2,52412132012,Scanbody IO TD H12mm,843656873974
30.413.005.01-2,30413005012,Scanbody MU-RP (Dynamic Ti-Base),843656873007
30.413.004.01-2,30413004012,Scanbody OC-RP (Dynamic Ti-Base),843656873009
30.414.008.01-2,30414008012,Scanbody OC-WP (Dynamic Ti-Base),843656873222
54.315.014.21-2,54315014212,"Scanbody OP NR H10 (Hex. 1,20). Comp.0014. 5N·cm",843567351508
54.315.178.21-2,54315178212,"Scanbody OP NR H10 (Hex. 1,20). Comp.0178. 5N·cm",
54.315.001.21-2,54315001212,Scanbody OP NR H10 (Hex. 1.20). Comp.0001. 5N·cm,843567351209
54.315.002.21-2,54315002212,Scanbody OP NR H10 (Hex. 1.20). Comp.0002. 5N·cm,843567351210
54.315.075.21-2,54315075212,Scanbody OP NR H10 (Hex1.00). Comp.0075. 5N·cm,843567351063
54.315.015.21-2,54315015212,Scanbody OP NR H10 (Hex1.20). Comp.0015. 5N·cm,843567351073
54.315.030.21-2,54315030212,Scanbody OP NR H10 (Hex1.20). Comp.0030. 5N·cm,843567351069
54.315.047.21-2,54315047212,"Scanbody OP NR H10 (Hex1.20). Comp.0047, 0048. 5N·cm",
54.315.125.21-2,54315125212,Scanbody OP NR H10 (Hex1.20). Comp.0125. 5N·cm,843567351114
54.315.170.21-2,54315170212,"Scanbody OP NR H10 (Hex1.20). Comp.0170, 0171. 5N·cm",843567351302
54.315.222.21-2,54315222212,Scanbody OP NR H10 (Hex1.20). Comp.0222. 5N·cm,843567351331
54.315.223.21-2,54315223212,Scanbody OP NR H10 (Hex1.20). Comp.0223. 5N·cm,843567351332
54.315.236.21-2,54315236212,Scanbody OP NR H10 (Hex1.20). Comp.0236. 5N·cm,843567351192
54.315.169.21-2,54315169212,Scanbody OP NR H10 (Hex1.25). Comp.0169. 5N·cm,843567351371
54.315.004.21-2,54315004212,Scanbody OP NR H10 (Hex1.27). Comp.0004. 5N·cm,843567351076
54.315.006.21-2,54315006212,Scanbody OP NR H10 (Hex1.27). Comp.0006. 5N·cm,843567351064
54.315.007.21-2,54315007212,Scanbody OP NR H10 (Hex1.27). Comp.0007. 5N·cm,843567351065
54.315.011.21-2,54315011212,Scanbody OP NR H10 (Hex1.27). Comp.0011. 5N·cm,843567351365
54.315.012.21-2,54315012212,Scanbody OP NR H10 (Hex1.27). Comp.0012. 5N·cm,843567351366
54.315.041.21-2,54315041212,Scanbody OP NR H10 (Hex1.27). Comp.0041. 5N·cm,843567351212
54.315.080.21-2,54315080212,Scanbody OP NR H10 (Hex1.27). Comp.0080. 5N·cm,843567351213
54.315.087.21-2,54315087212,Scanbody OP NR H10 (Hex1.27). Comp.0087. 5N·cm,843567351367
54.315.088.21-2,54315088212,Scanbody OP NR H10 (Hex1.27). Comp.0088. 5N·cm,843567351368
54.315.102.21-2,54315102212,Scanbody OP NR H10 (Hex1.27). Comp.0102. 5N·cm,843567351077
54.315.119.21-2,54315119212,Scanbody OP NR H10 (Hex1.27). Comp.0119. 5N·cm,
54.315.121.21-2,54315121212,"Scanbody OP NR H10 (Hex1.27). Comp.0120, 0121. 5N·cm",
54.315.186.21-2,54315186212,Scanbody OP NR H10 (NEO). Comp.0186. 5N·cm,843567351154
54.315.033.21-2,54315033212,Scanbody OP NR H10 (Torx T6). Comp.0033. 5N·cm,843567351070
54.315.035.21-2,54315035212,Scanbody OP NR H10 (Torx T6). Comp.0035. 5N·cm,843567351071
54.315.037.21-2,54315037212,Scanbody OP NR H10 (TORX T6). Comp.0037. 5N·cm,843567351381
54.315.096.21-2,54315096212,Scanbody OP NR H10 (TORX T6). Comp.0096. 5N·cm,843567351370
54.315.135.21-2,54315135212,Scanbody OP NR H10 (Torx T6). Comp.0135. 5N·cm,843567351155
54.315.207.21-2,54315207212,"Scanbody OP NR H10 (Torx T6). Comp.0207, 0208. 5N·cm",843567351156
54.315.028.21-2,54315028212,Scanbody OP NR H10 (Unigrip). Comp. 0028. 5N·cm,843567351362
54.315.021.21-2,54315021212,Scanbody OP NR H10 (Unigrip). Comp.0021. 5N·cm,843567351066
54.315.022.21-2,54315022212,Scanbody OP NR H10 (Unigrip). Comp.0022. 5N·cm,843567351067
54.315.024.21-2,54315024212,Scanbody OP NR H10 (Unigrip). Comp.0024. 5N·cm,843567351068
54.315.026.21-2,54315026212,Scanbody OP NR H10 (Unigrip). Comp.0026. 5N·cm,843567351364
54.315.027.21-2,54315027212,Scanbody OP NR H10 (Unigrip). Comp.0027. 5N·cm,843567351363
54.315.124.21-2,54315124212,Scanbody OP NR H10 (Unigrip). Comp.0124. 5N·cm,843567351214
