reference,reference_num,name,ean13
42.303.091.02-2,42303091022,DAS Multi-Unit straight G2 Comp.0091 30N·cm,843656873549
42.302.102.02-2,42302102022,DAS Multi-Unit straight G2 Comp.0102 30N·cm,843656873601
42.303.111.02-2,42303111022,DAS Multi-Unit straight G2 Comp.0111 30N·cm,
42.301.119.02-2,42301119022,DAS Multi-Unit straight G2 Comp.0119 30N·cm,843656873970
42.303.121.02-2,42303121022,"DAS Multi-Unit straight G2 Comp.0120, 0121 30N·cm",843656873605
42.304.122.02-2,42304122022,DAS Multi-Unit straight G2 Comp.0122 30N·cm,843567351429
42.303.125.02-2,42303125022,DAS Multi-Unit straight G2 Comp.0125 30N·cm,843656873553
42.300.136.02-2,42300136022,DAS Multi-Unit straight G2 Comp.0136 30N·cm,843567350576
42.302.161.02-2,42302161022,"DAS Multi-Unit straight G2 Comp.0149, 0161 30N·cm",
42.300.152.02-2,42300152022,DAS Multi-Unit straight G2 Comp.0152 30N·cm,843656873967
42.300.159.02-2,42300159022,DAS Multi-Unit straight G2 Comp.0159 30N·cm,843567350483
42.302.169.02-2,42302169022,DAS Multi-Unit straight G2 Comp.0169 30N·cm,843656873411
42.302.207.02-2,42302207022,"DAS Multi-Unit straight G2 Comp.0207,0208,0260,0261,0262 30N·cm",843656873395
42.303.243.02-2,42303243022,DAS Multi-Unit straight G2 Comp.0243 30N·cm,843567351124
42.302.251.02-2,42302251022,DAS Multi-Unit straight G2 Comp.0251 30N·cm,
42.302.257.02-2,42302257022,DAS Multi-Unit straight G2 Comp.0257 30N·cm,843567350527
42.302.001.03-2,42302001032,DAS Multi-Unit straight G3 Comp.0001 30N·cm,843656873442
42.303.002.03-2,42303002032,DAS Multi-Unit straight G3 Comp.0002 30N·cm,843656873503
42.303.004.03-2,42303004032,DAS Multi-Unit straight G3 Comp.0004 30N·cm,843656873404
42.302.006.03-2,42302006032,DAS Multi-Unit straight G3 Comp.0006 30N·cm,843656873467
42.303.007.03-2,42303007032,DAS Multi-Unit straight G3 Comp.0007 30N·cm,843656873471
42.303.010.03-2,42303010032,DAS Multi-Unit straight G3 Comp.0010 30N·cm,843567350480
42.302.011.03-2,42302011032,DAS Multi-Unit straight G3 Comp.0011 30N·cm,843567351134
42.303.012.03-2,42303012032,DAS Multi-Unit straight G3 Comp.0012 30N·cm,843567351137
42.302.014.03-2,42302014032,DAS Multi-Unit straight G3 Comp.0014 30N·cm,843656873899
42.303.015.03-2,42303015032,DAS Multi-Unit straight G3 Comp.0015 30N·cm,843656873391
42.302.021.03-2,42302021032,DAS Multi-Unit straight G3 Comp.0021 30N·cm,843656873378
42.303.022.03-2,42303022032,DAS Multi-Unit straight G3 Comp.0022 30N·cm,843656873408
42.303.024.03-2,42303024032,DAS Multi-Unit straight G3 Comp.0024 30N·cm,843567350519
42.302.029.03-2,42302029032,DAS Multi-Unit straight G3 Comp.0029 30N·cm,843656873475
42.303.030.03-2,42303030032,DAS Multi-Unit straight G3 Comp.0030 30N·cm,843656873386
42.302.032.03-2,42302032032,DAS Multi-Unit straight G3 Comp.0032 30N·cm,843567351117
42.303.065.03-1,42303065031,DAS Multi-Unit straight G3 Comp.0065 30N·cm,
42.303.065.03-2,42303065032,DAS Multi-Unit straight G3 Comp.0065 30N·cm,843567351121
42.302.075.03-2,42302075032,DAS Multi-Unit straight G3 Comp.0075 30N·cm,843656873508
42.302.082.03-2,42302082032,DAS Multi-Unit straight G3 Comp.0082 30N·cm,843567351098
42.303.083.03-2,42303083032,DAS Multi-Unit straight G3 Comp.0083 30N·cm,843567351102
42.303.091.03-2,42303091032,DAS Multi-Unit straight G3 Comp.0091 30N·cm,843656873550
42.302.102.03-2,42302102032,DAS Multi-Unit straight G3 Comp.0102 30N·cm,843656873602
42.303.111.03-2,42303111032,DAS Multi-Unit straight G3 Comp.0111 30N·cm,
42.301.119.03-2,42301119032,DAS Multi-Unit straight G3 Comp.0119 30N·cm,843656873971
42.303.121.03-2,42303121032,"DAS Multi-Unit straight G3 Comp.0120, 0121 30N·cm",843656873606
42.303.125.03-2,42303125032,DAS Multi-Unit straight G3 Comp.0125 30N·cm,843656873554
42.300.136.03-2,42300136032,DAS Multi-Unit straight G3 Comp.0136 30N·cm,843567350577
42.302.161.03-2,42302161032,"DAS Multi-Unit straight G3 Comp.0149, 0161 30N·cm",
42.300.152.03-2,42300152032,DAS Multi-Unit straight G3 Comp.0152 30N·cm,843656873968
42.300.159.03-2,42300159032,DAS Multi-Unit straight G3 Comp.0159 30N·cm,843567350484
42.302.169.03-2,42302169032,DAS Multi-Unit straight G3 Comp.0169 30N·cm,843656873412
42.302.182.03-2,42302182032,DAS Multi-Unit straight G3 Comp.0182 30N·cm,
42.302.207.03-2,42302207032,"DAS Multi-Unit straight G3 Comp.0207,0208,0260,0261,0262 30N·cm",843656873396
42.303.243.03-2,42303243032,DAS Multi-Unit straight G3 Comp.0243 30N·cm,843567351125
42.302.251.03-2,42302251032,DAS Multi-Unit straight G3 Comp.0251 30N·cm,
42.302.257.03-2,42302257032,DAS Multi-Unit straight G3 Comp.0257 30N·cm,843567350528
42.302.001.04-2,42302001042,DAS Multi-Unit straight G4 Comp.0001 30N·cm,843656873443
42.303.002.04-2,42303002042,DAS Multi-Unit straight G4 Comp.0002 30N·cm,843656873504
42.303.004.04-2,42303004042,DAS Multi-Unit straight G4 Comp.0004 30N·cm,843656873405
42.302.006.04-2,42302006042,DAS Multi-Unit straight G4 Comp.0006 30N·cm,843656873468
42.303.007.04-2,42303007042,DAS Multi-Unit straight G4 Comp.0007 30N·cm,843656873472
42.303.010.04-2,42303010042,DAS Multi-Unit straight G4 Comp.0010 30N·cm,843567350481
42.302.014.04-2,42302014042,DAS Multi-Unit straight G4 Comp.0014 30N·cm,843656873900
42.303.015.04-2,42303015042,DAS Multi-Unit straight G4 Comp.0015 30N·cm,843656873392
42.302.021.04-2,42302021042,DAS Multi-Unit straight G4 Comp.0021 30N·cm,843656873379
42.303.022.04-2,42303022042,DAS Multi-Unit straight G4 Comp.0022 30N·cm,843656873409
42.302.029.04-2,42302029042,DAS Multi-Unit straight G4 Comp.0029 30N·cm,843656873476
42.303.030.04-2,42303030042,DAS Multi-Unit straight G4 Comp.0030 30N·cm,843656873387
42.302.032.04-2,42302032042,DAS Multi-Unit straight G4 Comp.0032 30N·cm,843567351118
42.303.065.04-1,42303065041,DAS Multi-Unit straight G4 Comp.0065 30N·cm,
42.303.065.04-2,42303065042,DAS Multi-Unit straight G4 Comp.0065 30N·cm,843567351122
42.302.075.04-2,42302075042,DAS Multi-Unit straight G4 Comp.0075 30N·cm,843656873509
42.302.082.04-2,42302082042,DAS Multi-Unit straight G4 Comp.0082 30N·cm,843567351099
42.303.083.04-2,42303083042,DAS Multi-Unit straight G4 Comp.0083 30N·cm,843567351103
42.303.091.04-2,42303091042,DAS Multi-Unit straight G4 Comp.0091 30N·cm,843656873551
42.302.102.04-2,42302102042,DAS Multi-Unit straight G4 Comp.0102 30N·cm,843656873603
42.301.119.04-2,42301119042,DAS Multi-Unit straight G4 Comp.0119 30N·cm,843656873972
42.303.121.04-2,42303121042,"DAS Multi-Unit straight G4 Comp.0120, 0121 30N·cm",843656873607
42.303.125.04-2,42303125042,DAS Multi-Unit straight G4 Comp.0125 30N·cm,843656873555
42.300.136.04-2,42300136042,DAS Multi-Unit straight G4 Comp.0136 30N·cm,843567350578
42.300.159.04-2,42300159042,DAS Multi-Unit straight G4 Comp.0159 30N·cm,843567350485
42.302.169.04-2,42302169042,DAS Multi-Unit straight G4 Comp.0169 30N·cm,843656873413
42.302.182.04-2,42302182042,DAS Multi-Unit straight G4 Comp.0182 30N·cm,
42.302.207.04-2,42302207042,"DAS Multi-Unit straight G4 Comp.0207,0208,0260,0261,0262 30N·cm",843656873397
42.302.251.04-2,42302251042,DAS Multi-Unit straight G4 Comp.0251 30N·cm,
42.302.257.04-2,42302257042,DAS Multi-Unit straight G4 Comp.0257 30N·cm,843567350529
42.302.075.05-2,42302075052,DAS Multi-Unit straight G5 Comp.0075 30N·cm,843567350617
42.303.186.05-2,42303186052,DAS Multi-Unit straight G5 Comp.0186 30N·cm,843567350579
43.621.415.01-2,43621415012,screwdriver Adaptor IO Tiny. L21mm,843656873965
43.621.410.01-2,43621410012,screwdriver Adaptor IO. L21mm,843656873573
43.624.410.01-2,43624410012,screwdriver Adaptor IO. L24mm,843656873570
43.620.411.01-2,43620411012,"screwdriver Adaptor IO. MB, MD. L20mm",843656873447
43.322.316.01-2,43322316012,screwdriver DAS Multi-Unit. 4x4mm L22mm,843656873444
43.321.316.01-2,43321316012,screwdriver DAS Multi-Unit. L21mm,843656873372
43.624.201.02-2,43624201022,screwdriver Dynamic extractor. L24mm,843567350395
43.618.201.01-2,43618201012,screwdriver Dynamic. L18mm 30º,843656873004
43.624.201.01-2,43624201012,screwdriver Dynamic. L24mm 30º,843656873005
43.632.201.01-2,43632201012,screwdriver Dynamic. L32mm 30º,843656873006
43.618.103.01-2,43618103012,screwdriver Hex1.20 L18mm,
43.601.103.02-2,43601103022,screwdriver Hex1.20 L25mm,843567350293
43.601.104.01-2,43601104012,screwdriver Hex1.25,843656873989
43.625.105.01-2,43625105012,screwdriver Hex1.27 L25mm,843567350521
43.321.320.01-2,43321320012,screwdriver Internal DAS Multi-Unit. L21mm,
43.601.107.01-2,43601107012,screwdriver Torx,843567350324
43.625.108.01-2,43625108012,screwdriver Unigrip L25mm,843567350609
33.325.472.01-2,33325472012,"DMT Ø1.45mm, Seat 25º, Cutting L 4.7mm, Shank 3mm",
33.425.472.01-2,33425472012,"DMT Ø1.45mm, Seat 25º, Cutting L 4.7mm, Shank 4mm",
33.625.472.01-2,33625472012,"DMT Ø1.45mm, Seat 25º, Cutting L 4.7mm, Shank 6m",
33.445.632.01-2,33445632012,"DMT Ø1.45mm, Seat 45º, Cutting L 6.3mm Shank 4mm",
33.315.604.01-2,33315604012,"DMT Ø1.65mm, Seat 15º, Cutting L 6mm, Shank 3mm",
33.415.604.01-2,33415604012,"DMT Ø1.65mm, Seat 15º, Cutting L 6mm, Shank 4mm",
33.315.804.01-2,33315804012,"DMT Ø1.6mm, Seat 15º, Cutting L 8mm, Shank 3mm",
33.415.804.01-2,33415804012,"DMT Ø1.6mm, Seat 15º, Cutting L 8mm, Shank 4mm",
33.615.804.01-2,33615804012,"DMT Ø1.6mm, Seat 15º, Cutting L 8mm, Shank 6mm",
33.320.704.01-2,33320704012,"DMT Ø1.6mm, Seat 20º, Cutting L 7.0mm, Shank 3mm",
33.420.704.01-2,33420704012,"DMT Ø1.6mm, Seat 20º, Cutting L 7.0mm, Shank 4mm",
33.620.704.01-2,33620704012,"DMT Ø1.6mm, Seat 20º, Cutting L 7.0mm, Shank 6mm",
33.330.734.01-2,33330734012,"DMT Ø1.6mm, Seat 30º, Cutting L 7.3mm, Shank 3mm",
33.430.734.01-2,33430734012,"DMT Ø1.6mm, Seat 30º, Cutting L 7.3mm, Shank 4mm",
33.630.734.01-2,33630734012,"DMT Ø1.6mm, Seat 30º, Cutting L 7.3mm, Shank 6mm",
33.335.754.01-2,33335754012,"DMT Ø1.6mm, Seat 35º, Cutting L 7.5mm, Shank 3mm",
33.435.754.01-2,33435754012,"DMT Ø1.6mm, Seat 35º, Cutting L 7.5mm, Shank 4mm",
33.635.754.01-2,33635754012,"DMT Ø1.6mm, Seat 35º, Cutting L 7.5mm, Shank 6mm",
33.345.804.01-2,33345804012,"DMT Ø1.6mm, Seat 45º, Cutting L 8mm, Shank 3mm",
33.445.804.01-2,33445804012,"DMT Ø1.6mm, Seat 45º, Cutting L 8mm, Shank 4mm",
33.645.804.01-2,33645804012,"DMT Ø1.6mm, Seat 45º, Cutting L 8mm, Shank 6mm",
33.360.754.01-2,33360754012,"DMT Ø1.6mm, Seat 60º, Cutting L 7.5mm, Shank 3mm",
33.460.754.01-2,33460754012,"DMT Ø1.6mm, Seat 60º, Cutting L 7.5mm, Shank 4mm",
33.660.754.01-2,33660754012,"DMT Ø1.6mm, Seat 60º, Cutting L 7.5mm, Shank 6mm",
33.390.754.01-2,33390754012,"DMT Ø1.6mm, Seat 90º, Cutting L 7.5mm, Shank 3mm",
33.490.754.01-2,33490754012,"DMT Ø1.6mm, Seat 90º, Cutting L 7.5mm, Shank 4mm",
33.690.754.01-2,33690754012,"DMT Ø1.6mm, Seat 90º, Cutting L 7.5mm, Shank 6mm",
33.350.775.01-2,33350775012,"DMT Ø1.75mm, Seat 50º, Cutting L 7.7mm, Shank 3mm",
33.450.775.01-2,33450775012,"DMT Ø1.75mm, Seat 50º, Cutting L 7.7mm, Shank 4mm",
33.650.775.01-2,33650775012,"DMT Ø1.75mm, Seat 50º, Cutting L 7.7mm, Shank 6m",
33.390.805.01-2,33390805012,"DMT Ø1.7mm, Seat 90º, Cutting L 8mm, Shank 3mm",
33.490.805.01-2,33490805012,"DMT Ø1.7mm, Seat 90º, Cutting L 8mm, Shank 4mm",
33.690.805.01-2,33690805012,"DMT Ø1.7mm, Seat 90º, Cutting L 8mm, Shank 6mm",
33.335.676.01-2,33335676012,"DMT Ø1.8mm, Seat 35º,  Cutting L 6.7mm, Shank 3mm",
33.435.676.01-2,33435676012,"DMT Ø1.8mm, Seat 35º, Cutting L 6.7mm, Shank 4mm",
33.635.676.01-2,33635676012,"DMT Ø1.8mm, Seat 35º, Cutting L 6.7mm, Shank 6mm",
33.345.856.01-2,33345856012,"DMT Ø1.8mm, Seat 45º, Cutting L 8.5mm, Shank 3mm",
33.445.856.01-2,33445856012,"DMT Ø1.8mm, Seat 45º, Cutting L 8.5mm, Shank 4mm",
33.645.856.01-2,33645856012,"DMT Ø1.8mm, Seat 45º, Cutting L 8.5mm, Shank 6mm",
33.360.756.01-2,33360756012,"DMT Ø1.8mm, Seat 60º, Cutting L 7.5mm, Shank 3mm",
33.460.756.01-2,33460756012,"DMT Ø1.8mm, Seat 60º, Cutting L 7.5mm, Shank 4mm",
33.660.756.01-2,33660756012,"DMT Ø1.8mm, Seat 60º, Cutting L 7.5mm, Shank 6mm",
33.370.716.01-2,33370716012,"DMT Ø1.8mm, Seat 70º, Cutting L 7.1mm, Shank 3mm",
33.470.716.01-2,33470716012,"DMT Ø1.8mm, Seat 70º, Cutting L 7.1mm, Shank 4mm",
33.670.716.01-2,33670716012,"DMT Ø1.8mm, Seat 70º, Cutting L 7.1mm, Shank 6mm",
33.390.716.01-2,33390716012,"DMT Ø1.8mm, Seat 90º, Cutting L 7.1mm, Shank 3mm",
33.390.716.02-2,33390716022,"DMT Ø1.8mm, Seat 90º, Cutting L 7.1mm, Shank 3mm",
33.490.716.01-2,33490716012,"DMT Ø1.8mm, Seat 90º, Cutting L 7.1mm, Shank 4mm",
33.490.716.02-2,33490716022,"DMT Ø1.8mm, Seat 90º, Cutting L 7.1mm, Shank 4mm",
33.690.716.01-2,33690716012,"DMT Ø1.8mm, Seat 90º, Cutting L 7.1mm, Shank 6mm",
33.690.716.02-2,33690716022,"DMT Ø1.8mm, Seat 90º, Cutting L 7.1mm, Shank 6mm",
33.315.708.01-2,33315708012,"DMT Ø2.0mm, Seat 15º, Cutting L 7mm, Shank 3mm",
33.415.708.01-2,33415708012,"DMT Ø2.0mm, Seat 15º, Cutting L 7mm, Shank 4mm",
33.615.708.01-2,33615708012,"DMT Ø2.0mm, Seat 15º, Cutting L 7mm, Shank 6mm",
33.330.708.01-2,33330708012,"DMT Ø2.0mm, Seat 30º, Cutting L 7mm, Shank 3mm",
33.430.708.01-2,33430708012,"DMT Ø2.0mm, Seat 30º, Cutting L 7mm, Shank 4mm",
33.630.708.01-2,33630708012,"DMT Ø2.0mm, Seat 30º, Cutting L 7mm, Shank 6mm",
33.335.758.01-2,33335758012,"DMT Ø2.0mm, Seat 35º, Cutting L 7.5mm, Shank 3mm",
33.435.758.01-2,33435758012,"DMT Ø2.0mm, Seat 35º, Cutting L 7.5mm, Shank 4mm",
33.635.758.01-2,33635758012,"DMT Ø2.0mm, Seat 35º, Cutting L 7.5mm, Shank 6mm",
33.345.808.01-2,33345808012,"DMT Ø2.0mm, Seat 45º,  Cutting L 8mm, Shank 3mm",
33.445.808.01-2,33445808012,"DMT Ø2.0mm, Seat 45º, Cutting L 8mm, Shank 4mm",
33.645.808.01-2,33645808012,"DMT Ø2.0mm, Seat 45º, Cutting L 8mm, Shank 6mm",
33.690.858.02-2,33690858022,"DMT Ø2.0mm, Seat 90º, Cutting L 8.5mm, Shank 6mm",
33.390.958.01-2,33390958012,"DMT Ø2.0mm, Seat 90º, Cutting L 9.5mm, Shank 3mm",
33.490.958.01-2,33490958012,"DMT Ø2.0mm, Seat 90º, Cutting L 9.5mm, Shank 4mm",
33.690.958.01-2,33690958012,"DMT Ø2.0mm, Seat 90º, Cutting L 9.5mm, Shank 6mm",
31.312.210.01-2,31312210012,Dynamic TiBase A Internal DAS Multi-Unit NR G0.5,
31.313.210.01-2,31313210012,Dynamic TiBase B Internal DAS Multi-Unit NR G0.5,
31.312.209.01-2,31312209012,Dynamic TiBase DAS Multi-Unit NR G0.5,843656873369
31.312.209.01-2,31312209012,Dynamic TiBase DAS Multi-Unit NR G0.5,843656873369
31.322.209.01-2,31322209012,Dynamic TiBase DAS Multi-Unit R G0.5,843656873364
31.322.209.01-2,31322209012,Dynamic TiBase DAS Multi-Unit R G0.5,843656873364
31.322.209.21-2,31322209212,Dynamic TiBase DAS Multi-Unit R G0.5 HC9,843656873568
31.322.209.21-2,31322209212,Dynamic TiBase DAS Multi-Unit R G0.5 HC9,843656873568
31.322.210.01-2,31322210012,Dynamic TiBase Internal DAS Multi-Unit R G0.5,
31.312.001.01-2,31312001012,Dynamic TiBase NR G0.3 Comp.0001,843656873062
31.313.002.01-2,31313002012,Dynamic TiBase NR G0.3 Comp.0002,843656873063
31.312.003.01-2,31312003012,Dynamic TiBase NR G0.3 Comp.0003,843656873122
31.312.003.01-2,31312003012,Dynamic TiBase NR G0.3 Comp.0003,843656873122
31.312.009.01-2,31312009012,Dynamic TiBase NR G0.3 Comp.0009,843656873124
31.312.009.01-2,31312009012,Dynamic TiBase NR G0.3 Comp.0009,843656873124
31.313.010.01-2,31313010012,Dynamic TiBase NR G0.3 Comp.0010,843656873045
31.312.011.01-2,31312011012,Dynamic TiBase NR G0.3 Comp.0011,843656873049
31.313.012.01-2,31313012012,Dynamic TiBase NR G0.3 Comp.0012,843656873050
31.312.023.01-2,31312023012,Dynamic TiBase NR G0.3 Comp.0023,843656873123
31.312.023.01-2,31312023012,Dynamic TiBase NR G0.3 Comp.0023,843656873123
31.313.024.01-2,31313024012,Dynamic TiBase NR G0.3 Comp.0024,843656873125
31.313.024.01-2,31313024012,Dynamic TiBase NR G0.3 Comp.0024,843656873125
31.313.027.01-2,31313027012,Dynamic TiBase NR G0.3 Comp.0027,843656873117
31.314.028.01-2,31314028012,Dynamic TiBase NR G0.3 Comp.0028,843656873118
31.314.052.01-2,31314052012,Dynamic TiBase NR G0.3 Comp.0052,843656873033
31.314.085.01-2,31314085012,Dynamic TiBase NR G0.3 Comp.0085,843656873138
31.314.088.01-2,31314088012,Dynamic TiBase NR G0.3 Comp.0088,843656873854
31.315.089.01-2,31315089012,Dynamic TiBase NR G0.3 Comp.0089,
31.315.129.01-2,31315129012,Dynamic TiBase NR G0.3 Comp.0129,843656873662
31.313.171.01-2,31313171012,Dynamic TiBase NR G0.3 Comp.0171,843567350339
31.312.001.21-2,31312001212,Dynamic TiBase NR G0.3 HC9 Comp.0001,843656873323
31.313.002.21-2,31313002212,Dynamic TiBase NR G0.3 HC9 Comp.0002,843656873489
31.312.011.21-2,31312011212,Dynamic TiBase NR G0.3 HC9 Comp.0011,843567350611
31.313.012.21-2,31313012212,Dynamic TiBase NR G0.3 HC9 Comp.0012,843567350612
31.313.024.21-2,31313024212,Dynamic TiBase NR G0.3 HC9 Comp.0024,843656873673
31.313.024.21-2,31313024212,Dynamic TiBase NR G0.3 HC9 Comp.0024,843656873673
31.313.027.21-2,31313027212,Dynamic TiBase NR G0.3 HC9 Comp.0027,843656873457
31.314.085.21-2,31314085212,Dynamic TiBase NR G0.3 HC9 Comp.0085,843567350614
31.312.170.21-2,31312170212,Dynamic TiBase NR G0.3 HC9 Comp.0170,843567350330
31.313.041.01-2,31313041012,Dynamic TiBase NR G0.4 Comp.0041,843656873143
31.313.041.01-2,31313041012,Dynamic TiBase NR G0.4 Comp.0041,843656873143
31.313.043.01-2,31313043012,Dynamic TiBase NR G0.4 Comp.0043,843656873149
31.314.080.01-2,31314080012,Dynamic TiBase NR G0.4 Comp.0080,843656873144
31.315.081.01-2,31315081012,Dynamic TiBase NR G0.4 Comp.0081,843656873034
31.313.111.01-2,31313111012,Dynamic TiBase NR G0.4 Comp.0111,843656873626
31.313.041.21-2,31313041212,Dynamic TiBase NR G0.4 HC9 Comp.0041,843656873398
31.313.041.21-2,31313041212,Dynamic TiBase NR G0.4 HC9 Comp.0041,843656873398
31.312.003.02-2,31312003022,Dynamic TiBase NR G0.5 Comp.0003,843656873627
31.312.003.02-2,31312003022,Dynamic TiBase NR G0.5 Comp.0003,843656873627
31.312.009.02-2,31312009022,Dynamic TiBase NR G0.5 Comp.0009,843656873628
31.312.009.02-2,31312009022,Dynamic TiBase NR G0.5 Comp.0009,843656873628
31.313.024.02-2,31313024022,Dynamic TiBase NR G0.5 Comp.0024,843656873629
31.313.024.02-2,31313024022,Dynamic TiBase NR G0.5 Comp.0024,843656873629
31.312.026.01-2,31312026012,Dynamic TiBase NR G0.5 Comp.0026,843656873116
31.313.051.01-2,31313051012,"Dynamic TiBase NR G0.5 Comp.0050, 0051",843656873032
31.314.057.01-2,31314057012,Dynamic TiBase NR G0.5 Comp.0057,843656873064
31.314.058.01-2,31314058012,Dynamic TiBase NR G0.5 Comp.0058,843656873126
31.314.058.01-2,31314058012,Dynamic TiBase NR G0.5 Comp.0058,843656873126
31.314.060.01-2,31314060012,Dynamic TiBase NR G0.5 Comp.0060,843656873128
31.312.130.01-2,31312130012,Dynamic TiBase NR G0.5 Comp.0130,843656873208
31.313.131.01-2,31313131012,Dynamic TiBase NR G0.5 Comp.0131,843656873209
31.314.132.01-2,31314132012,Dynamic TiBase NR G0.5 Comp.0132,843656873210
31.312.233.01-2,31312233012,Dynamic TiBase NR G0.5 Comp.0233,843567350667
31.312.267.01-2,31312267012,Dynamic TiBase NR G0.5 Comp.0267,843656873903
31.313.268.01-2,31313268012,Dynamic TiBase NR G0.5 Comp.0268,843567350593
31.313.024.22-2,31313024222,Dynamic TiBase NR G0.5 HC9 Comp.0024,843656873685
31.313.024.22-2,31313024222,Dynamic TiBase NR G0.5 HC9 Comp.0024,843656873685
31.312.026.21-2,31312026212,Dynamic TiBase NR G0.5 HC9 Comp.0026,843656873672
31.313.131.21-2,31313131212,Dynamic TiBase NR G0.5 HC9 Comp.0131,843656873934
31.312.224.21-1,31312224211,Dynamic TiBase NR G0.5 HC9 Comp.0224,
31.312.224.21-2,31312224212,Dynamic TiBase NR G0.5 HC9 Comp.0224,843567351144
31.312.225.21-1,31312225211,Dynamic TiBase NR G0.5 HC9 Comp.0225,
31.312.225.21-2,31312225212,Dynamic TiBase NR G0.5 HC9 Comp.0225,843567351148
31.313.037.01-2,31313037012,Dynamic TiBase NR G0.6 Comp.0037,843656873095
31.312.040.01-2,31312040012,Dynamic TiBase NR G0.6 Comp.0040,843656873142
31.312.040.01-2,31312040012,Dynamic TiBase NR G0.6 Comp.0040,843656873142
31.312.042.01-2,31312042012,Dynamic TiBase NR G0.6 Comp.0042,843656873148
31.312.047.01-2,31312047012,Dynamic TiBase NR G0.6 Comp.0047,843656873091
31.313.048.01-2,31313048012,Dynamic TiBase NR G0.6 Comp.0048,843656873092
31.311.049.01-2,31311049012,Dynamic TiBase NR G0.6 Comp.0049,843656873031
31.313.054.01-2,31313054012,Dynamic TiBase NR G0.6 Comp.0054,843656873068
31.314.061.01-2,31314061012,Dynamic TiBase NR G0.6 Comp.0061,843656873127
31.313.074.01-2,31313074012,Dynamic TiBase NR G0.6 Comp.0074,843656873120
31.314.096.01-2,31314096012,Dynamic TiBase NR G0.6 Comp.0096,843656873096
31.314.137.01-2,31314137012,Dynamic TiBase NR G0.6 Comp.0137,843656873220
31.312.169.01-2,31312169012,Dynamic TiBase NR G0.6 Comp.0169,843656873230
31.313.037.21-2,31313037212,Dynamic TiBase NR G0.6 HC9 Comp.0037,843656873936
31.312.040.21-2,31312040212,Dynamic TiBase NR G0.6 HC9 Comp.0040,843656873439
31.312.040.21-2,31312040212,Dynamic TiBase NR G0.6 HC9 Comp.0040,843656873439
31.312.047.21-2,31312047212,Dynamic TiBase NR G0.6 HC9 Comp.0047,843656873305
31.313.048.21-2,31313048212,Dynamic TiBase NR G0.6 HC9 Comp.0048,843656873306
31.313.013.01-2,31313013012,Dynamic TiBase NR G0.7 Comp.0013,843656873056
31.313.017.01-2,31313017012,Dynamic TiBase NR G0.7 Comp.0017,843656873083
31.312.038.01-2,31312038012,Dynamic TiBase NR G0.7 Comp.0038,843656873136
31.313.039.01-2,31313039012,Dynamic TiBase NR G0.7 Comp.0039,843656873137
31.314.059.01-2,31314059012,Dynamic TiBase NR G0.7 Comp.0059,843656873046
31.313.017.21-2,31313017212,Dynamic TiBase NR G0.7 HC9 Comp.0017,843656873686
31.312.038.21-2,31312038212,Dynamic TiBase NR G0.7 HC9 Comp.0038,843656873688
31.313.039.21-2,31313039212,Dynamic TiBase NR G0.7 HC9 Comp.0039,843656873690
31.312.016.01-2,31312016012,Dynamic TiBase NR G0.8 Comp.0016,843656873082
31.312.019.01-2,31312019012,Dynamic TiBase NR G0.8 Comp.0019,843656873088
31.312.191.01-2,31312191012,Dynamic TiBase NR G0.8 Comp.0191,843656873849
31.312.167.01-2,31312167012,Dynamic TiBase NR G0.9 Comp.0167,843567350357
31.313.004.01-2,31313004012,Dynamic TiBase NR G1 Comp.0004,843656873025
31.314.005.01-2,31314005012,Dynamic TiBase NR G1 Comp.0005,843656873027
31.312.009.03-2,31312009032,Dynamic TiBase NR G1 Comp.0009,843656873820
31.312.009.03-2,31312009032,Dynamic TiBase NR G1 Comp.0009,843656873820
31.313.010.02-2,31313010022,Dynamic TiBase NR G1 Comp.0010,
31.312.044.01-2,31312044012,Dynamic TiBase NR G1 Comp.0044,843656873070
31.313.045.01-2,31313045012,Dynamic TiBase NR G1 Comp.0045,843656873071
31.314.046.01-2,31314046012,Dynamic TiBase NR G1 Comp.0046,843656873072
31.315.086.01-2,31315086012,Dynamic TiBase NR G1 Comp.0086,843656873634
31.315.092.01-2,31315092012,Dynamic TiBase NR G1 Comp.0092,843656873611
31.313.121.01-2,31313121012,"Dynamic TiBase NR G1 Comp.0120, 0121",843656873053
31.313.165.01-2,31313165012,Dynamic TiBase NR G1 Comp.0165,843656873225
31.313.223.01-2,31313223012,Dynamic TiBase NR G1 Comp.0223,843567351324
31.312.246.01-2,31312246012,Dynamic TiBase NR G1 Comp.0246,843567351000
31.312.251.01-2,31312251012,Dynamic TiBase NR G1 Comp.0251,843567350616
31.312.003.23-2,31312003232,Dynamic TiBase NR G1 HC9 Comp.0003,843567350348
31.312.003.23-2,31312003232,Dynamic TiBase NR G1 HC9 Comp.0003,843567350348
31.313.004.21-2,31313004212,Dynamic TiBase NR G1 HC9 Comp.0004,843656873531
31.314.005.21-2,31314005212,Dynamic TiBase NR G1 HC9 Comp.0005,843656873665
31.313.015.27-1,31313015271,Dynamic TiBase NR G1 HC9 Comp.0015,
31.313.015.27-2,31313015272,Dynamic TiBase NR G1 HC9 Comp.0015,843567351074
31.313.024.23-2,31313024232,Dynamic TiBase NR G1 HC9 Comp.0024,843656873522
