name,description,category,price,stock_quantity,reference,reference_num,ean13,price_match_type,price_reference,retail_name,compatibility_code,ref_segment_1,ref_segment_2,ref_segment_3,ref_segment_4,ref_check_digit,options,generated_description,system_categories,active_system_categories,primary_system_category,is_active_from_categories
Dynamic TiBase R G1 HC9 Comp.0024,,,,0,31.323.024.23-2,31323024232,843656873822,none,,,024,31,323,024,23,2,"45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3","Referenčný kód: 31.323.024.23-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3",ACE;ANTHOGYR;AVINENT;BIOGENESIS;B&W;BIOMET 3L;BIONER;BTI;BTK;DENTIS;DIO IMPLANTS;EASY IMPLANT;ECKERMANN;DSP BIOMEDICAL;EUROTEKNIKA;GALIMPLANT;GMI (ILERIMPLANT);GT MEDICAL;INTRA-LOCK;KEYSTONE;KLOCKNER;LEADER;MEGAGEN;MICRODENT;MIS;MOZO-GRAU (TICARE);MPI;NEODENT;NOBEL BIOCARE;NORMON;OSSTEM IMPLANT;OSTEOPLUS;OXY;PHIBO;PROCLINIC;RADHEX;SIGNO VINCES;SIN IMPLANTS;SOUTHERN IMPLANTS;SYTHEX;TREE-OSS;TRINON;ZIACON,ACE;ANTHOGYR;BIOGENESIS;BTI;BTK;DENTIS;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;KEYSTONE;KLOCKNER;MEGAGEN;MICRODENT;MIS;NEODENT;NOBEL BIOCARE;OSSTEM IMPLANT;PHIBO;SOUTHERN IMPLANTS,ACE,1
Dynamic TiBase R G1 HC9 Comp.0024,,,,0,31.323.024.23-2,31323024232,843656873822,none,,,024,31,323,024,23,2,"45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3","Referenčný kód: 31.323.024.23-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3",ACE;ANTHOGYR;AVINENT;BIOGENESIS;B&W;BIOMET 3L;BIONER;BTI;BTK;DENTIS;DIO IMPLANTS;EASY IMPLANT;ECKERMANN;DSP BIOMEDICAL;EUROTEKNIKA;GALIMPLANT;GMI (ILERIMPLANT);GT MEDICAL;INTRA-LOCK;KEYSTONE;KLOCKNER;LEADER;MEGAGEN;MICRODENT;MIS;MOZO-GRAU (TICARE);MPI;NEODENT;NOBEL BIOCARE;NORMON;OSSTEM IMPLANT;OSTEOPLUS;OXY;PHIBO;PROCLINIC;RADHEX;SIGNO VINCES;SIN IMPLANTS;SOUTHERN IMPLANTS;SYTHEX;TREE-OSS;TRINON;ZIACON,ACE;ANTHOGYR;BIOGENESIS;BTI;BTK;DENTIS;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;KEYSTONE;KLOCKNER;MEGAGEN;MICRODENT;MIS;NEODENT;NOBEL BIOCARE;OSSTEM IMPLANT;PHIBO;SOUTHERN IMPLANTS,ACE,1
Dynamic TiBase R G1 HC9 Comp.0040,,,,0,31.322.040.29-2,31322040292,843656873954,none,,,040,31,322,040,29,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 31.322.040.29-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
Dynamic TiBase R G1 HC9 Comp.0040,,,,0,31.322.040.29-2,31322040292,843656873954,none,,,040,31,322,040,29,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 31.322.040.29-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
Dynamic TiBase R G1 HC9 Comp.0044,,,,0,31.322.044.21-2,31322044212,843656873692,none,,,044,31,322,044,21,2,"24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3","Referenčný kód: 31.322.044.21-2 | Systém: KEYSTONE | Parametre: 24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase R G1 HC9 Comp.0045,,,,0,31.323.045.21-2,31323045212,843656873678,none,,,045,31,323,045,21,2,"24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9","Referenčný kód: 31.323.045.21-2 | Systém: KEYSTONE | Parametre: 24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase R G1 HC9 Comp.0046,,,,0,31.324.046.21-2,31324046212,843656873677,none,,,046,31,324,046,21,2,"42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43","Referenčný kód: 31.324.046.21-2 | Systém: KEYSTONE | Parametre: 42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase R G1 HC9 Comp.0075,,,,0,31.322.075.21-2,31322075212,843567350486,none,,,075,31,322,075,21,2,"24;42º|24º|1;20º|15º|2;20º|3;15º|4;30º|20º|15º|1;3;2;4;1,8|25|7,5|3,3|6,1|1,4|2,3|1,70;35º|2|25|7,5|2,75|5,9|6,19|1,31","Referenčný kód: 31.322.075.21-2 | Systém: ANKLYOS | Parametre: 24;42º|24º|1;20º|15º|2;20º|3;15º|4;30º|20º|15º|1;3;2;4;1,8|25|7,5|3,3|6,1|1,4|2,3|1,70;35º|2|25|7,5|2,75|5,9|6,19|1,31",ANKLYOS,,ANKLYOS,0
Dynamic TiBase R G1 HC9 Comp.0102,,,,0,31.322.102.29-2,31322102292,843656873948,none,,,102,31,322,102,29,2,"10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9","Referenčný kód: 31.322.102.29-2 | Systém: BIOHORIZONS | Parametre: 10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9",BIOHORIZONS,BIOHORIZONS,BIOHORIZONS,1
Dynamic TiBase R G1.1 Comp.0030,,,,0,31.323.030.01-2,31323030012,843656873106,none,,,030,31,323,030,01,2,"42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5","Referenčný kód: 31.323.030.01-2 | Systém: BIOCONCEPT | Parametre: 42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5",BIOCONCEPT;BIOTEM;COLLELMEDI;DENTEM;DENTIS;DENTIUM;DIO IMPLANTS;EASY IMPLANT;F&B IMPLANT (FIT & BRILLIANT);IBS;IDO IMPLANTS;IMPLANTSWISS;MEGADENT;NEOBIOTECH;OSSTEM IMPLANT;POINT IMPLANT;SEWON MEDIX;YES IMPLANT,BIOCONCEPT;DENTIS;DENTIUM;DIO IMPLANTS;IDO IMPLANTS;IMPLANTSWISS;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase R G1.1 Comp.0035,,,,0,31.323.035.01-2,31323035012,843656873044,none,,,035,31,323,035,01,2,"39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.323.035.01-2 | Systém: BIOCONCEPT | Parametre: 39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
Dynamic TiBase R G1.1 Comp.0125,,,,0,31.323.125.01-2,31323125012,843656873061,none,,,125,31,323,125,01,2,"10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9","Referenčný kód: 31.323.125.01-2 | Systém: MEDENTIS | Parametre: 10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9",MEDENTIS,MEDENTIS,MEDENTIS,1
Dynamic TiBase R G1.1 HC9 Comp.0030,,,,0,31.323.030.21-2,31323030212,843656873292,none,,,030,31,323,030,21,2,"42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5","Referenčný kód: 31.323.030.21-2 | Systém: BIOCONCEPT | Parametre: 42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5",BIOCONCEPT;BIOTEM;COLLELMEDI;DENTEM;DENTIS;DENTIUM;DIO IMPLANTS;EASY IMPLANT;F&B IMPLANT (FIT & BRILLIANT);IBS;IDO IMPLANTS;IMPLANTSWISS;MEGADENT;NEOBIOTECH;OSSTEM IMPLANT;POINT IMPLANT;SEWON MEDIX;YES IMPLANT,BIOCONCEPT;DENTIS;DENTIUM;DIO IMPLANTS;IDO IMPLANTS;IMPLANTSWISS;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase R G1.1 HC9 Comp.0035,,,,0,31.323.035.21-2,31323035212,843656873459,none,,,035,31,323,035,21,2,"39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.323.035.21-2 | Systém: BIOCONCEPT | Parametre: 39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
Dynamic TiBase R G1.1 HC9 Comp.0125,,,,0,31.323.125.21-2,31323125212,843656873300,none,,,125,31,323,125,21,2,"10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9","Referenčný kód: 31.323.125.21-2 | Systém: MEDENTIS | Parametre: 10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9",MEDENTIS,MEDENTIS,MEDENTIS,1
Dynamic TiBase R G1.2 Comp.0001,,,,0,31.322.001.02-2,31322001022,843656873620,none,,,001,31,322,001,02,2,"43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4","Referenčný kód: 31.322.001.02-2 | Systém: BIOMET 3L | Parametre: 43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4",BIOMET 3L,,BIOMET 3L,0
Dynamic TiBase R G1.2 Comp.0002,,,,0,31.323.002.02-2,31323002022,843656873608,none,,,002,31,323,002,02,2,"45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5","Referenčný kód: 31.323.002.02-2 | Systém: BIOMET 3L | Parametre: 45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5",BIOMET 3L,,BIOMET 3L,0
Dynamic TiBase R G1.2 Comp.0006,,,,0,31.322.006.01-2,31322006012,843656873020,none,,,006,31,322,006,01,2,"40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 31.322.006.01-2 | Systém: ASTRA | Parametre: 40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA,ASTRA,ASTRA,1
Dynamic TiBase R G1.2 Comp.0014,,,,0,31.322.014.01-2,31322014012,843656873059,none,,,014,31,322,014,01,2,"41º|23º|1,2;25º|17º|2;20º|25º|3;25º|20º|15º|3;10;3;2;4;3,5|4,9;4,5|5,9;45º|1,4|0,3|15|4,45|2,3|2,48|1,97;45º|1,6|0,35|20|7,9|2,3|5,42|6,46","Referenčný kód: 31.322.014.01-2 | Systém: DENTIS | Parametre: 41º|23º|1,2;25º|17º|2;20º|25º|3;25º|20º|15º|3;10;3;2;4;3,5|4,9;4,5|5,9;45º|1,4|0,3|15|4,45|2,3|2,48|1,97;45º|1,6|0,35|20|7,9|2,3|5,42|6,46",DENTIS;DIO IMPLANT;MEGAGEN,DENTIS;MEGAGEN,DENTIS,1
Dynamic TiBase R G1.2 Comp.0018,,,,0,31.324.018.01-2,31324018012,843656873087,none,,,018,31,324,018,01,2,"39º|18º|1,2;3","Referenčný kód: 31.324.018.01-2 | Systém: MIS | Parametre: 39º|18º|1,2;3",MIS,MIS,MIS,1
Dynamic TiBase R G1.2 Comp.0026,,,,0,31.322.026.02-2,31322026022,843656873624,none,,,026,31,322,026,02,2,"45º|29º|0,5;25º|22º|1,2;25º|20º|10º|0,5;3","Referenčný kód: 31.322.026.02-2 | Systém: ACE | Parametre: 45º|29º|0,5;25º|22º|1,2;25º|20º|10º|0,5;3",ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS;TREE-OSS,ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS,ACE,1
Dynamic TiBase R G1.2 Comp.0027,,,,0,31.323.027.02-2,31323027022,843656873505,none,,,027,31,323,027,02,2,"35º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;3","Referenčný kód: 31.323.027.02-2 | Systém: IMPLANT DIRECT | Parametre: 35º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;3",ADIN;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS;TREE-OSS,IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS,IMPLANT DIRECT,1
Dynamic TiBase R G1.2 Comp.0029,,,,0,31.322.029.01-2,31322029012,843656873105,none,,,029,31,322,029,01,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.322.029.01-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase R G1.2 Comp.0029,,,,0,31.322.029.01-2,31322029012,843656873105,none,,,029,31,322,029,01,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.322.029.01-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase R G1.2 Comp.0082,,,,0,31.322.082.01-2,31322082012,843656873078,none,,,082,31,322,082,01,2,"45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70","Referenčný kód: 31.322.082.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70",KLOCKNER,KLOCKNER,KLOCKNER,1
Dynamic TiBase R G1.2 Comp.0083,,,,0,31.323.083.01-2,31323083012,843656873079,none,,,083,31,323,083,01,2,"45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95","Referenčný kód: 31.323.083.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95",KLOCKNER,KLOCKNER,KLOCKNER,1
Dynamic TiBase R G1.2 Comp.0091,,,,0,31.324.091.01-2,31324091012,843656873022,none,,,091,31,324,091,01,2,"20º|3;38º|18º|1,2;25º|2;20º|25º|3;15º|25º|4;30º|25º|15º|1,2;3;1;2;4","Referenčný kód: 31.324.091.01-2 | Systém: ASTRA | Parametre: 20º|3;38º|18º|1,2;25º|2;20º|25º|3;15º|25º|4;30º|25º|15º|1,2;3;1;2;4",ASTRA,ASTRA,ASTRA,1
Dynamic TiBase R G1.2 Comp.0109,,,,0,31.322.109.01-2,31322109012,843656873028,none,,,109,31,322,109,01,2,"10;12;45º|29º|1,2;3","Referenčný kód: 31.322.109.01-2 | Systém: ASTRA | Parametre: 10;12;45º|29º|1,2;3",ASTRA;CORTEX;MOZO-GRAU (TICARE);SOUTHERN IMPLANTS,ASTRA;CORTEX;SOUTHERN IMPLANTS,ASTRA,1
Dynamic TiBase R G1.2 Comp.0186,,,,0,31.323.186.01-2,31323186012,843656873319,none,,,186,31,323,186,01,2,"40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9","Referenčný kód: 31.323.186.01-2 | Systém: NEODENT | Parametre: 40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9",NEODENT,NEODENT,NEODENT,1
Dynamic TiBase R G1.2 Comp.0197,,,,0,31.322.197.01-2,31322197012,843656873940,none,,,197,31,322,197,01,2,"35º|25º|1,2;20º|25º|2;20º|3","Referenčný kód: 31.322.197.01-2 | Systém: GC TECH | Parametre: 35º|25º|1,2;20º|25º|2;20º|3",GC TECH,GC TECH,GC TECH,1
Dynamic TiBase R G1.2 Comp.0198,,,,0,31.324.198.01-2,31324198012,843567350187,none,,,198,31,324,198,01,2,"40º|1,2","Referenčný kód: 31.324.198.01-2 | Systém: GC TECH | Parametre: 40º|1,2",GC TECH,GC TECH,GC TECH,1
Dynamic TiBase R G1.2 HC9 Comp.0006,,,,0,31.322.006.21-2,31322006212,843656873916,none,,,006,31,322,006,21,2,"40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 31.322.006.21-2 | Systém: ASTRA | Parametre: 40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA,ASTRA,ASTRA,1
Dynamic TiBase R G1.2 HC9 Comp.0029,,,,0,31.322.029.21-2,31322029212,843656873572,none,,,029,31,322,029,21,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.322.029.21-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase R G1.2 HC9 Comp.0029,,,,0,31.322.029.21-2,31322029212,843656873572,none,,,029,31,322,029,21,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.322.029.21-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase R G1.2 HC9 Comp.0186,,,,0,31.323.186.21-2,31323186212,843567350556,none,,,186,31,323,186,21,2,"40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9","Referenčný kód: 31.323.186.21-2 | Systém: NEODENT | Parametre: 40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9",NEODENT,NEODENT,NEODENT,1
Dynamic TiBase R G1.3 Comp.0022,,,,0,31.323.022.01-2,31323022012,843656873015,none,,,022,31,323,022,01,2,"40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4","Referenčný kód: 31.323.022.01-2 | Systém: ALFA-GATE | Parametre: 40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4",ADIN;ALFA-GATE;HAHN IMPLANT (GLIDEWELL);HI-TEC;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE;REFLECT;YOUSE IMPLANTS (SWEDEN & MARTINA GROUP),ALFA-GATE;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE,ALFA-GATE,1
Dynamic TiBase R G1.3 Comp.0033,,,,0,31.322.033.01-2,31322033012,843656873043,none,,,033,31,322,033,01,2,"38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9","Referenčný kód: 31.322.033.01-2 | Systém: BIOCONCEPT | Parametre: 38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
Dynamic TiBase R G1.3 HC9 Comp.0022,,,,0,31.323.022.21-2,31323022212,843656873307,none,,,022,31,323,022,21,2,"40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4","Referenčný kód: 31.323.022.21-2 | Systém: ALFA-GATE | Parametre: 40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4",ADIN;ALFA-GATE;HAHN IMPLANT (GLIDEWELL);HI-TEC;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE;REFLECT;YOUSE IMPLANTS (SWEDEN & MARTINA GROUP),ALFA-GATE;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE,ALFA-GATE,1
Dynamic TiBase R G1.3 HC9 Comp.0033,,,,0,31.322.033.21-2,31322033212,843656873524,none,,,033,31,322,033,21,2,"38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9","Referenčný kód: 31.322.033.21-2 | Systém: BIOCONCEPT | Parametre: 38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
